"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","test_file_count","test_function_count","llm_test_count","clone_status","contributors","total_commits","commits_per_month"
"m7mdhka/pydantic-ai-production-ready-template","https://github.com/m7mdhka/pydantic-ai-production-ready-template","https://github.com/m7mdhka/pydantic-ai-production-ready-template.git","main","🚀 Production-ready template for building AI applications with Pydantic AI, FastAPI, PostgreSQL, Redis, LiteLLM, and comprehensive monitoring. Includes admin panel, CI/CD, testing, and observability out of the box.","pydantic-ai","76","6","Python","alembic,asynchronous,ci-cd,commitizen,fastapi,grafana,litellm,llm-evaluation,postgresql,precommit,prometheus,prompt-versioning,pydantic-ai,redis,sqlalchemy,starlette-admin","1","2212","2025-11-10T21:45:00Z","2026-04-17T20:19:51Z","2026-01-20T05:40:49Z","","70","9","164","0","ok","2","6","2.57"
"vstorm-co/pydantic-ai-backend","https://github.com/vstorm-co/pydantic-ai-backend","https://github.com/vstorm-co/pydantic-ai-backend.git","main","File Storage & Sandbox Backends for Pydantic AI: console tools for file operations, Docker-isolated sandboxes for safe execution, and permission system with presets for access control. Enables secure multi-user handling and testing in agents via in-memory, local, or containerized storage.","pydantic-ai","74","18","Python","ai-agent-framework,aiagentframework,anthropic,backend,chatgpt,docker,framework,gemini,llms,mcp,multiagent,openai,pydantic,pydantic-ai,python,sandbox,vstorm","1","8034","2025-12-28T04:42:20Z","2026-04-18T04:33:16Z","2026-04-11T10:39:50Z","MIT","104","16","460","0","ok","5","102","29.42"
"cladius/agentic-ai","https://github.com/cladius/agentic-ai","https://github.com/cladius/agentic-ai.git","master","A no-nonsense repo to help people jumpstart their Agentic AI journey.","langgraph","73","34","Python","adk,agentic-ai,agno,bedrock,langflow,langgraph","2","25854","2025-04-02T17:12:21Z","2026-04-13T11:29:56Z","2026-04-07T15:30:20Z","MIT","369","1","45","0","ok","9","132","10.73"
"Sunwood-ai-labs/SourceSage","https://github.com/Sunwood-ai-labs/SourceSage","https://github.com/Sunwood-ai-labs/SourceSage.git","main","Repository analysis CLI that turns source trees into AI-friendly Markdown documentation.","sage","72","1","Python","ai,cli,developer-tools,documentation,git,llm,markdown,python,repository-analysis","8","17536","2024-03-29T02:19:21Z","2026-03-14T15:27:52Z","2026-03-14T15:27:49Z","MIT","715","5","71","0","ok","4","558","23.41"
"griptape-ai/griptape-nodes","https://github.com/griptape-ai/griptape-nodes","https://github.com/griptape-ai/griptape-nodes.git","main","","griptape","71","10","Python","","569","94478","2025-03-21T21:52:07Z","2026-04-17T22:29:20Z","2026-04-18T05:36:17Z","Apache-2.0","392","79","1460","0","ok","16","2369","181.3"
"capstone-insper/drone-swarm-search","https://github.com/capstone-insper/drone-swarm-search","https://github.com/capstone-insper/drone-swarm-search.git","main","The Drone Swarm Search project provides an environment for SAR missions built on PettingZoo, where agents, represented by drones, are tasked with locating targets identified as shipwrecked individuals.","swarms","70","13","Python","ai,multi-agent-reinforcement-learning,multiagent-reinforcement-learning,pettingzoo,pygame,python,rl","1","104580","2023-02-08T22:41:29Z","2026-04-17T23:06:51Z","2026-03-31T16:53:46Z","MIT","1146","3","37","0","ok","13","797","20.86"
"FullStackWithLawrence/aws-openai","https://github.com/FullStackWithLawrence/aws-openai","https://github.com/FullStackWithLawrence/aws-openai.git","main","Example ChatGPT chatbots using Langchain and OpenAI","langchain","69","43","Python","12-factor,aws,aws-api-gateway,ci-cd,data-science,full-stack,github-actions,langchain,openai,openai-api,openai-api-python,python,react,terraform,unit-testing","6","45410","2023-09-11T17:34:03Z","2026-04-01T03:29:36Z","2026-04-01T03:29:57Z","AGPL-3.0","932","16","67","0","ok","7","3256","104.81"
"UiPath/uipath-langchain-python","https://github.com/UiPath/uipath-langchain-python","https://github.com/UiPath/uipath-langchain-python.git","main","Python SDK that enables developers to build and deploy LangGraph agents to the UiPath Cloud Platform","langchain, langgraph","68","32","Python","langchain,langgraph,python,uipath","77","19552","2025-04-07T04:51:00Z","2026-04-17T14:41:54Z","2026-04-17T20:48:35Z","MIT","375","80","1313","1","ok","52","835","66.8"
"jagmarques/asqav-sdk","https://github.com/jagmarques/asqav-sdk","https://github.com/jagmarques/asqav-sdk.git","main","Python SDK for AI agent governance - audit trails, policy enforcement, quantum-safe signatures. Works with LangChain, CrewAI, MCP.","crewai, langchain, openai-agents","68","13","Python","ai-agent-governance,ai-agents,ai-compliance,ai-governance,ai-security,audit-trail,compliance,crewai,dora,eu-ai-act,fips-204,langchain,mcp,ml-dsa,openai-agents,policy-enforcement,python,python-sdk,quantum-safe,sdk","16","278","2026-01-14T07:30:37Z","2026-04-18T01:30:01Z","2026-04-17T06:44:58Z","MIT","92","27","364","0","ok","6","128","41.74"
"study8677/OpenCMO","https://github.com/study8677/OpenCMO","https://github.com/study8677/OpenCMO.git","main","OpenCMO: An open-source, multi-agent AI Chief Marketing Officer built with OpenAI Agents SDK & Crawl4AI. Your BYOK alternative to $99/mo AI marketing agencies.","openai-agents","66","16","Python","ai,claude,cmo,open-ai","1","51424","2026-03-18T04:47:19Z","2026-04-17T14:51:23Z","2026-04-17T14:51:20Z","","30","32","384","0","ok","4","301","301.0"
"OpenSAGE/OpenSAGE.BlenderPlugin","https://github.com/OpenSAGE/OpenSAGE.BlenderPlugin","https://github.com/OpenSAGE/OpenSAGE.BlenderPlugin.git","master","A Westwood 3D Blender plugin. Imports & exports the W3D/W3X format to/from Blender.","sage","65","25","Python","bfme,blender,commandandconquer,opensage,sage,w3d,w3x,westwood,westwood-3d","14","18691","2019-07-27T09:47:42Z","2026-04-07T06:11:49Z","2025-05-01T13:37:24Z","LGPL-3.0","2105","47","364","0","ok","8","1032","14.71"
"langchain-ai/langchain-weaviate","https://github.com/langchain-ai/langchain-weaviate","https://github.com/langchain-ai/langchain-weaviate.git","main","🦜🔗 LangChain interface to Weaviate","langchain","64","35","Python","langchain,weaviate","11","2206","2023-12-19T19:17:58Z","2026-04-17T00:40:24Z","2026-04-17T00:40:20Z","MIT","849","7","56","0","ok","11","348","12.3"
"langchain-ai/langchain-redis","https://github.com/langchain-ai/langchain-redis","https://github.com/langchain-ai/langchain-redis.git","main","","langchain","61","34","Python","","3","1517","2024-07-08T16:42:58Z","2026-04-16T06:42:07Z","2026-04-16T02:56:52Z","MIT","646","23","221","0","ok","20","125","5.8"
"geniusrise/geniusrise","https://github.com/geniusrise/geniusrise","https://github.com/geniusrise/geniusrise.git","master","Geniusrise: Framework for building geniuses","agentops","61","4","Python","agent-based-framework,agentops,ai,cli,fine-tuning,geniusrise,llm-framework,llmops,mlops","8","8394","2023-05-10T18:51:35Z","2025-11-29T16:31:59Z","2025-11-16T08:44:45Z","Apache-2.0","920","40","101","6","ok","2","473","15.42"
"Azure-Samples/Cosmic-Food-RAG-app","https://github.com/Azure-Samples/Cosmic-Food-RAG-app","https://github.com/Azure-Samples/Cosmic-Food-RAG-app.git","main","A chat-based recommendation application that revolutionizes the culinary experience. ","langchain","60","19","Python","azd-temp,azure,cosmos-db,document-db,langchain,python,rag,react","23","1801","2024-05-28T17:06:06Z","2026-03-25T22:27:22Z","2026-04-17T01:28:37Z","MIT","688","5","60","0","ok","7","202","8.81"
"ababdotai/awesome-agent-quickstart","https://github.com/ababdotai/awesome-agent-quickstart","https://github.com/ababdotai/awesome-agent-quickstart.git","main","Helloworld for agentic frameworks, minimial but runnable! LangGraph, Agno, AutoGen, Smolagents, OpenAI Agents, etc.","autogen, langgraph, openai-agents","59","13","Python","a2a,agents,agno,ai,autogen,langchain,langgraph,llm,mcp,smolagents","0","2681","2025-02-04T11:42:14Z","2026-03-21T23:11:18Z","2025-08-08T14:58:12Z","MIT","185","2","9","0","ok","2","42","6.81"
"tisu19021997/langclaw","https://github.com/tisu19021997/langclaw","https://github.com/tisu19021997/langclaw.git","main","Langchain + Openclaw = Langclaw","langchain","58","6","Python","","6","1171","2026-02-19T19:54:35Z","2026-04-13T05:37:26Z","2026-04-14T07:50:51Z","MIT","53","9","184","0","ok","3","219","123.96"
"lucebert/langchain-doc-graph","https://github.com/lucebert/langchain-doc-graph","https://github.com/lucebert/langchain-doc-graph.git","main","","langchain","57","13","Python","","0","1127","2025-02-11T06:51:33Z","2025-08-22T10:10:57Z","2025-08-02T01:28:10Z","MIT","171","2","2","0","ok","4","38","6.67"
"MAS-Infra-Layer/Agent-Git","https://github.com/MAS-Infra-Layer/Agent-Git","https://github.com/MAS-Infra-Layer/Agent-Git.git","main","Agent Git: Agent Version Control, Open-Branching, and Reinforcement Learning MDP for Agentic AI. A Standalone Agentic AI Infrastructure Layer for LangGraph Ecosystems","langgraph","56","5","Python","agent,agent-development-kit,agent-git,agentic-ai,agentic-ai-development,agno,ai,branch,infrastructure,langchain,langgraph,machine-learning,mdp,python,reinforcement-learning,version-control","1","6569","2025-10-04T03:14:48Z","2026-04-13T08:24:48Z","2026-02-26T04:18:36Z","Apache-2.0","145","9","49","7","ok","4","47","9.72"
"vstorm-co/pydantic-ai-todo","https://github.com/vstorm-co/pydantic-ai-todo","https://github.com/vstorm-co/pydantic-ai-todo.git","main","Task Planning and Tracking toolset for Pydantic AI agents, enabling hierarchical task management with subtasks, PostgreSQL storage for multi-tenancy, and an event system for webhooks and callbacks. ","pydantic-ai","56","13","Python","ai,ai-agent-framework,ai-agents,anthropic,autonomous-agents,chatgpt,deepagents,gemini,llm,llm-reasoning,pydantic,pydantic-ai,pydantic-deep,python,task-management,todo,toolset,vstorm","0","1132","2025-12-23T03:38:54Z","2026-04-17T09:58:08Z","2026-03-31T15:01:36Z","MIT","98","6","234","0","ok","3","48","14.69"
"getpatchwork/pwclient","https://github.com/getpatchwork/pwclient","https://github.com/getpatchwork/pwclient.git","main","The command-line client for the patchwork patch tracking tool","patchwork","55","24","Python","","6","287","2018-10-21T10:22:47Z","2026-04-10T17:51:56Z","2026-04-10T17:51:52Z","GPL-2.0","2728","7","89","0","ok","43","263","2.89"
"Vasallo94/ObsidianRAG","https://github.com/Vasallo94/ObsidianRAG","https://github.com/Vasallo94/ObsidianRAG.git","main","RAG system to query your Obsidian notes using LangGraph and local LLMs (Ollama)","langgraph","54","7","Python","langchain,langgraph,llm,local-llm,obsidian,ollama,rag","3","2923","2024-08-31T20:29:21Z","2026-04-17T20:32:18Z","2026-03-26T03:00:05Z","MIT","571","6","88","0","ok","2","103","5.41"
"The-Swarm-Corporation/swarms-cloud","https://github.com/The-Swarm-Corporation/swarms-cloud","https://github.com/The-Swarm-Corporation/swarms-cloud.git","main","Deploy your autonomous agents to production grade environments with 99% Uptime Guarantee, Infinite Scalability, and self-healing.","swarms","54","16","Python","agent-cloud,agent-marketplace,agents,ai-research,autoagents,autonomous-agents,aws,azure,cloud,cloudformation,deployment,gcp,gpt4,gpt5,infrastructure,swarm-of-agents,swarms,terraform","21","9767","2023-12-07T23:38:50Z","2026-04-08T22:05:05Z","2025-10-13T06:09:47Z","MIT","675","1","8","0","ok","10","527","23.42"
"langchain-ai/langchain-milvus","https://github.com/langchain-ai/langchain-milvus","https://github.com/langchain-ai/langchain-milvus.git","main","The LangChain wrapper of Milvus vector database for efficient vector search, full-text search, hybrid retrieval and RAG.","langchain","53","42","Python","langchain,rag,search-engine,vector-database","20","1375","2024-09-26T02:29:59Z","2026-04-11T15:04:49Z","2026-04-08T08:15:47Z","MIT","559","7","65","0","ok","16","84","4.51"
"scrapfly/python-scrapfly","https://github.com/scrapfly/python-scrapfly","https://github.com/scrapfly/python-scrapfly.git","master","Official Python SDK for the Scrapfly platform: web scraping, screenshots, AI extraction, crawling, and a remote anti-bot browser. Integrates with Scrapy, LlamaIndex, and LangChain.","langchain","53","15","Python","anti-bot,anti-detect,antidetect-browser,bot-detection,browser-automation,data-extraction,extraction-api,headless-browser,proxy,python,python-sdk,scraper,scrapfly,scraping-api,scrapy,screenshot,sdk,stealth-browser,web-crawler,web-scraping","1","1033","2020-10-04T01:28:34Z","2026-04-16T16:13:43Z","2026-04-16T16:13:39Z","NOASSERTION","2020","11","247","0","ok","6","212","3.15"
"agentscope-ai/agentscope-bricks","https://github.com/agentscope-ai/agentscope-bricks","https://github.com/agentscope-ai/agentscope-bricks.git","main","A Production-Ready agent components framework that compatible with other agent framework, such as agentscope, langgraph, autogen, more on the road","autogen, langgraph","52","14","Python","agent,components,llm,rag,search","8","8063","2025-09-20T00:35:37Z","2026-04-15T11:45:49Z","2026-01-19T06:32:13Z","","121","9","55","0","ok","8","59","14.63"
"jedarden/duck-e","https://github.com/jedarden/duck-e","https://github.com/jedarden/duck-e.git","main","🦆 DUCK-E: The Duck That Talks Back - An AI-powered voice assistant that revolutionizes rubber duck debugging by actively engaging in your debugging process. Built with OpenAI Realtime API, FastAPI, and AutoGen framework for intelligent, real-time voice conversations about your code.","autogen","52","10","Python","","0","630","2025-10-10T04:35:16Z","2026-04-13T03:59:14Z","2026-03-29T18:31:59Z","MIT","170","18","356","0","ok","2","212","37.41"
"VRSEN/agency-swarm-api-railway-template","https://github.com/VRSEN/agency-swarm-api-railway-template","https://github.com/VRSEN/agency-swarm-api-railway-template.git","main","Agency Swarm Railway Deployment Template","agency-swarm, swarms","52","28","Python","","0","42","2024-10-31T00:17:21Z","2026-03-31T17:06:50Z","2025-06-02T16:20:14Z","","214","1","1","0","ok","3","22","3.08"
"aws-controllers-k8s/sagemaker-controller","https://github.com/aws-controllers-k8s/sagemaker-controller","https://github.com/aws-controllers-k8s/sagemaker-controller.git","main","ACK service controller for Amazon SageMaker","sage","52","40","Python","ack,aws,aws-sagemaker,kubernetes,machine-learning,operator,sagemaker","1","6679","2021-01-28T03:10:28Z","2026-03-12T20:08:49Z","2026-04-13T22:32:37Z","Apache-2.0","1901","26","31","0","ok","30","276","4.36"
"oracle/langchain-oracle","https://github.com/oracle/langchain-oracle","https://github.com/oracle/langchain-oracle.git","main","The Oracle LangChain integration provides official LangChain support for Oracle’s Generative AI and AI Platform services, enabling developers to build intelligent, secure, and scalable applications powered by Oracle’s cloud technologies.","langchain","51","24","Python","","38","2719","2025-07-01T06:30:40Z","2026-04-12T00:52:56Z","2026-04-17T01:11:44Z","UPL-1.0","289","44","502","36","ok","19","154","15.99"
"FlorentB974/graphrag","https://github.com/FlorentB974/graphrag","https://github.com/FlorentB974/graphrag.git","main","GraphRag using LangGraph and Neo4j","langgraph","51","13","Python","","2","359","2025-09-18T00:41:39Z","2026-04-08T10:21:53Z","2026-01-23T04:40:24Z","MIT","127","1","4","0","ok","2","72","17.01"
"The-Swarm-Corporation/MedicalCoderSwarm","https://github.com/The-Swarm-Corporation/MedicalCoderSwarm","https://github.com/The-Swarm-Corporation/MedicalCoderSwarm.git","main","A production-grade multi-agent system for comprehensive medical diagnosis and coding using specialized AI agents.","swarms","50","6","Python","agentic-economy,agents,ai,ml,multi-agent,swarms","8","3024","2024-12-21T00:48:13Z","2026-04-14T02:25:44Z","2025-10-13T20:16:15Z","MIT","296","2","6","0","ok","2","93","9.43"
"FaustoS88/Pydantic-AI-Pinescript-Expert","https://github.com/FaustoS88/Pydantic-AI-Pinescript-Expert","https://github.com/FaustoS88/Pydantic-AI-Pinescript-Expert.git","main","PineScript Expert: A Retrieval-Augmented Generation (RAG) agent using Pydantic AI that provides accurate Pine Script v6 guidance. It answers questions, offers code examples, and generates custom indicators/strategies for TradingView. Combines vector search with LLM capabilities for precise Pine Script programming assistance.","pydantic-ai","49","18","Python","ai-agent,pinescript,pydantic-ai,python,rag,tradingview","0","502","2025-03-05T22:04:19Z","2026-04-12T20:27:50Z","2026-03-15T07:13:44Z","MIT","374","5","105","0","ok","2","34","2.73"
"stanford-oval/chainlite","https://github.com/stanford-oval/chainlite","https://github.com/stanford-oval/chainlite.git","main","LangChain + LiteLLM that works","langchain","48","7","Python","agent,anthropic,gpt,langchain,litellm,llm,llmops,mistral,openai","4","613","2024-05-19T03:41:13Z","2026-04-01T17:19:46Z","2025-09-01T06:17:33Z","Apache-2.0","470","4","19","0","ok","4","107","6.83"
"Azure-Samples/adaptive-rag-workbench","https://github.com/Azure-Samples/adaptive-rag-workbench","https://github.com/Azure-Samples/adaptive-rag-workbench.git","main","Sample for context-aware Agentic RaG, Q&A with multi-source verification, and self-curating knowledge base. Powered by Azure AI Foundry Agent Service, Azure AI Search with agentic retrieval and query rewrite, Semantic Kernel and LangGraph agents running in Azure Container Apps, and ready for Copilot Studio","langgraph","48","21","Python","agents,ai-search,azure-ai,azure-ai-agent-service,semantic-kernel","14","6439","2025-06-16T04:39:50Z","2026-04-16T18:28:37Z","2026-02-11T02:19:06Z","","239","12","29","0","ok","5","44","5.52"
"vstorm-co/pydantic-ai-shields","https://github.com/vstorm-co/pydantic-ai-shields","https://github.com/vstorm-co/pydantic-ai-shields.git","main","Guardrail capabilities for Pydantic AI — cost tracking, prompt injection detection, PII filtering, secret redaction, tool permissions, and async guardrails. Built on pydantic-ai's native capabilities API.","pydantic-ai","48","7","Python","ai-agents,ai-guardrails,ai-safety,anthropic,async,content-moderation,guardrails,input-validation,llm,middlewares,openai,pii-redaction,pydantic,pydantic-ai,python,rate-limiting,type-safe,vstorm","0","1025","2025-12-28T16:52:45Z","2026-04-17T09:58:16Z","2026-03-31T15:04:09Z","MIT","92","2","86","0","ok","4","79","25.76"
"OPT4SMART/crazychoir","https://github.com/OPT4SMART/crazychoir","https://github.com/OPT4SMART/crazychoir.git","master","Flying Swarms of Crazyflie Quadrotors in ROS 2","swarms","48","7","Python","","1","1734","2022-06-28T08:14:20Z","2026-01-05T08:40:45Z","2025-06-11T07:26:30Z","GPL-3.0","1078","6","6","0","ok","5","118","3.28"
"ThalesGroup/fred","https://github.com/ThalesGroup/fred","https://github.com/ThalesGroup/fred.git","develop","the UI and agentic backend of the fred innovation track","langchain, langgraph","47","15","Python","agentic-ai,langchain,langgraph,model","102","37397","2025-05-15T13:32:22Z","2026-04-18T02:54:40Z","2026-04-17T17:43:13Z","Apache-2.0","337","73","357","0","ok","25","1042","92.76"
"yuruotong1/xbrain","https://github.com/yuruotong1/xbrain","https://github.com/yuruotong1/xbrain.git","master","通过装饰器将函数接入OpenAI的Chat","autogen","47","9","Python","agent,ai,aigc,autogen,autogpt,dify,langchain","0","8134","2024-10-09T04:13:23Z","2026-04-06T13:42:42Z","2025-12-05T15:26:36Z","","422","2","2","0","ok","8","144","10.24"
"IBM/watsonx-developer-hub","https://github.com/IBM/watsonx-developer-hub","https://github.com/IBM/watsonx-developer-hub.git","main","Examples and guides for building Gen AI applications on the watsonx platform.","autogen, crewai, langgraph","46","27","Python","agents,ai,autogen,beeai,crewai,genai,langchain,langgraph,llama,llamaindex,llm","12","5425","2025-02-05T11:10:32Z","2026-04-16T17:21:22Z","2026-03-27T13:36:48Z","Apache-2.0","415","12","13","0","ok","17","317","22.92"
"SemRoCo/giskardpy","https://github.com/SemRoCo/giskardpy","https://github.com/SemRoCo/giskardpy.git","giskard_library","The core python library of the Giskard framework for constraint- and optimization-based robot motion control.","giskard","46","46","Python","","8","10950","2017-10-11T10:56:00Z","2025-11-15T18:58:24Z","2025-12-01T13:32:02Z","LGPL-3.0","2973","4","160","0","ok","34","4027","40.64"
"langchain-ai/langchain-cohere","https://github.com/langchain-ai/langchain-cohere","https://github.com/langchain-ai/langchain-cohere.git","main","","langchain","45","39","Python","","24","1576","2024-04-04T22:37:45Z","2026-04-17T05:40:03Z","2026-04-17T05:41:13Z","MIT","742","28","99","3","ok","28","122","4.93"
"ai-forever/langchain-gigachat","https://github.com/ai-forever/langchain-gigachat","https://github.com/ai-forever/langchain-gigachat.git","master","","langchain","45","13","Python","","12","723","2024-10-28T06:58:03Z","2026-03-23T11:07:55Z","2026-04-02T11:12:45Z","MIT","521","9","168","0","ok","10","39","2.25"
"matvix90/ai-robo-advisor","https://github.com/matvix90/ai-robo-advisor","https://github.com/matvix90/ai-robo-advisor.git","main","AI Robo-Advisor","langgraph","45","45","Python","ai,hacktoberfest,langgraph,python","22","435","2025-09-21T22:57:03Z","2026-04-17T18:28:01Z","2025-10-31T20:02:38Z","MIT","39","11","219","0","ok","15","54","41.54"
"girijesh-ai/ai-interview-codex","https://github.com/girijesh-ai/ai-interview-codex","https://github.com/girijesh-ai/ai-interview-codex.git","main","Comprehensive ML/AI interview codex with iterative system design, production-ready code, and 2026 standards. Includes LLM/GenAI, RAG systems, agentic   AI, and algorithms from scratch.","langgraph","45","16","Python","agentic-ai,deep-learning,interview-preparation,langgraph,machine-learning,system-design","0","2092","2025-10-29T15:38:49Z","2026-04-18T04:56:50Z","2026-01-16T08:35:54Z","","78","16","293","0","ok","5","53","20.38"
"haasonsaas/email-agent","https://github.com/haasonsaas/email-agent","https://github.com/haasonsaas/email-agent.git","main","AI-powered email management agent with TUI dashboard, CLI commands, and multi-agent categorization system. Supports Gmail integration, rule-based processing, and Docker deployment.","crewai","44","3","Python","ai-agents,cli,crewai,docker,email-automation,email-management,gmail,python,textual,tui","4","591","2025-08-01T06:01:26Z","2026-04-05T08:07:41Z","2025-11-24T12:59:27Z","MIT","115","16","161","3","ok","2","17","4.43"
"The-Swarm-Corporation/swarms-memory","https://github.com/The-Swarm-Corporation/swarms-memory","https://github.com/The-Swarm-Corporation/swarms-memory.git","main","A collection of pre-build wrappers over common RAG systems like ChromaDB, Weaviate, Pinecone, and othersz!","swarms","44","8","Python","agent,agents,ai,memory,memory-systems,ml,multi-agent,rag","11","3002","2024-07-08T18:40:39Z","2026-04-08T16:54:30Z","2025-10-27T14:10:55Z","MIT","475","15","119","0","ok","6","50","3.16"
"googleapis/langchain-google-cloud-sql-pg-python","https://github.com/googleapis/langchain-google-cloud-sql-pg-python","https://github.com/googleapis/langchain-google-cloud-sql-pg-python.git","main","","langchain","43","19","Python","","7","17491","2024-01-16T20:47:04Z","2026-04-08T20:46:41Z","2026-04-08T20:47:00Z","Apache-2.0","812","16","201","0","ok","18","291","10.75"
"davidmonterocrespo24/DaveLovable","https://github.com/davidmonterocrespo24/DaveLovable","https://github.com/davidmonterocrespo24/DaveLovable.git","main","DaveLovable The Most Advanced Open-Source AI Web Development Platform  Build React applications at lightning speed with AI-powered multi-agent orchestration","autogen","43","16","Python","ai,autogen,llm,lovable,ui-design","2","51766","2025-12-26T22:51:54Z","2026-04-11T08:51:54Z","2026-02-09T20:44:55Z","","44","9","53","0","ok","2","189","128.86"
"JouleCai/geospacelab","https://github.com/JouleCai/geospacelab","https://github.com/JouleCai/geospacelab.git","master","A python-based library to collect, manage, and visualize geospace data (e.g. OMNI, geomagnetic indices, EISCAT, DMSP, SWARM, TEC, AMPERE, etc.). ","swarms","43","13","Python","dmsp,eiscat,madrigal,omni,space,spaceweather,swarm","2","194269","2021-03-13T08:32:17Z","2026-04-12T11:24:42Z","2026-02-20T14:04:12Z","BSD-3-Clause","1805","10","10","0","ok","2","647","10.75"
"di-osc/livekit-plugins-chinese","https://github.com/di-osc/livekit-plugins-chinese","https://github.com/di-osc/livekit-plugins-chinese.git","main","livekit agent plugins","livekit-agents","42","17","Python","agent,livekit,voice","8","512","2025-03-31T22:38:53Z","2026-04-16T05:38:59Z","2026-02-19T21:27:30Z","MIT","324","1","1","0","ok","4","233","21.57"
"intellistream/SAGE","https://github.com/intellistream/SAGE","https://github.com/intellistream/SAGE.git","main","","sage","42","10","Python","","38","41103","2024-12-04T02:20:01Z","2026-04-17T09:04:26Z","2026-04-17T09:04:21Z","NOASSERTION","499","13","73","0","ok","26","1953","117.41"
"googleapis/langchain-google-spanner-python","https://github.com/googleapis/langchain-google-spanner-python","https://github.com/googleapis/langchain-google-spanner-python.git","main","","langchain","41","21","Python","","34","491","2024-01-16T20:51:30Z","2026-03-17T16:23:19Z","2026-03-30T16:59:22Z","Apache-2.0","803","7","92","7","ok","21","127","4.74"
"langchain-ai/langchain-snowflake","https://github.com/langchain-ai/langchain-snowflake","https://github.com/langchain-ai/langchain-snowflake.git","main","","langchain","39","28","Python","","6","987","2024-09-25T22:47:15Z","2026-04-16T05:34:16Z","2026-04-17T00:01:10Z","MIT","568","12","72","0","ok","8","83","4.38"
"langchain-ai/langchain-neo4j","https://github.com/langchain-ai/langchain-neo4j","https://github.com/langchain-ai/langchain-neo4j.git","main","","langchain","39","23","Python","","6","895","2024-11-01T18:54:27Z","2026-04-16T05:49:27Z","2026-04-16T22:29:09Z","MIT","531","15","196","0","ok","16","77","4.35"
"sagemcp/sagemcp","https://github.com/sagemcp/sagemcp","https://github.com/sagemcp/sagemcp.git","main","Multi-tenant MCP Server Platform","sage","38","9","Python","","17","1984","2025-10-07T05:42:24Z","2026-04-02T22:45:18Z","2026-04-17T19:40:51Z","NOASSERTION","192","31","663","0","ok","4","103","16.09"
"googleapis/langchain-google-alloydb-pg-python","https://github.com/googleapis/langchain-google-alloydb-pg-python","https://github.com/googleapis/langchain-google-alloydb-pg-python.git","main","","langchain","37","22","Python","","17","17871","2023-12-21T22:21:25Z","2026-04-10T05:06:14Z","2026-04-14T02:03:00Z","Apache-2.0","844","26","278","0","ok","22","388","13.79"
"yigit353/langchain-qwq","https://github.com/yigit353/langchain-qwq","https://github.com/yigit353/langchain-qwq.git","main","An integration package connecting QwQ and LangChain","langchain","37","6","Python","","1","583","2025-03-31T22:20:26Z","2026-04-08T09:12:43Z","2026-01-09T07:18:29Z","MIT","283","3","3","0","ok","4","82","8.69"
"The-Swarm-Corporation/swarms-tools","https://github.com/The-Swarm-Corporation/swarms-tools","https://github.com/The-Swarm-Corporation/swarms-tools.git","main","Swarms Tools provides a vast array of pre-built tools for your agents, MCP servers, and multi-agent systems. ","autogen, swarms","37","9","Python","agents,agents-team,autogen,autogpt,gpt-4,langchain,langchain-python,llm,multi-agent,swarms","16","2532","2025-01-16T04:35:22Z","2026-03-31T16:54:23Z","2026-02-09T10:45:10Z","MIT","389","2","18","0","ok","10","118","9.1"
"SioKCronin/swarmopt","https://github.com/SioKCronin/swarmopt","https://github.com/SioKCronin/swarmopt.git","master","Swarm intelligence optimizer","swarms","37","14","Python","algorithms,artificial-intelligence,deep-learning,machine-learning,optimization,particle-swarm-optimization,python,swarm-intelligence","5","34935","2018-03-09T00:52:47Z","2026-04-15T14:49:02Z","2026-04-15T14:48:57Z","MIT","2959","16","92","0","ok","6","480","4.87"
"getpatchwork/git-pw","https://github.com/getpatchwork/git-pw","https://github.com/getpatchwork/git-pw.git","main","A tool for integrating Git with Patchwork, the web-based patch tracking system","patchwork","37","21","Python","cli,developer-tools,git,patchwork","14","399","2015-10-26T04:01:39Z","2026-04-15T12:06:50Z","2026-04-10T17:52:07Z","MIT","3819","5","90","0","ok","12","316","2.48"
"fetchai/uAgent-Examples","https://github.com/fetchai/uAgent-Examples","https://github.com/fetchai/uAgent-Examples.git","main","Source codes of uAgents and uAgent-based applications","uagents","37","24","Python","","11","14724","2024-10-04T10:16:25Z","2026-04-09T21:41:40Z","2026-03-10T18:28:04Z","Apache-2.0","522","1","0","0","ok","13","93","5.34"
"vladkesler/initrunner","https://github.com/vladkesler/initrunner","https://github.com/vladkesler/initrunner.git","main","Define AI agent roles in YAML and run them anywhere: CLI, API server, or autonomous daemon","pydantic-ai","36","6","Python","agent-framework,ai-agents,ai-automation,ai-tools,autonomous-agents,cli,llm,llm-agents,mcp,multi-agent,no-code,openai-compatible,pydantic-ai,python,rag,yaml,yaml-configuration","0","11433","2026-02-09T23:41:05Z","2026-04-17T21:55:50Z","2026-04-17T21:55:46Z","Apache-2.0","66","221","4502","0","ok","2","349","158.64"
