clone_slug,imports
SAP_project-kb,langchain_core:7;langchain_openai:2;langchain_google_vertexai:2;langchain_mistralai:2;langchain:2;langchain_anthropic:1
pyinstaller_pyinstaller-hooks-contrib,langchain:2
robertwhiffin_ai-slide-generator,langchain_core:17;langchain_community:3
microsoft_langchain-for-beginners,langchain_openai:71;langchain_core:49;langchain:21;langgraph:1;langchain_community:1
ExtensionShield_ExtensionShield,langchain_core:11;langgraph:4;langchain_openai:1;langchain_ollama:1
googleapis_langchain-google-alloydb-pg-python,langchain_core:40;langchain_google_vertexai:6;vertexai:4;langgraph:4;langchain_community:2;langchain:2
NVIDIA-AI-Blueprints_biomedical-aiq-research-agent,langchain_core:6;langgraph:6;langchain_openai:5;langchain_community:1
5zjk5_prompt-engineering,langchain:169;langchain_core:128;langgraph:115;openai:44;langchain_openai:42;langchain_community:30;langchain_experimental:10;zhipuai:7;agents:4;langchain_huggingface:3;langchain_anthropic:2;langchain_google_genai:2;dashscope:1
awslabs_threat-designer,langchain_core:24;langgraph:16;langchain_aws:10;langchain:5;langchain_openai:3
couchbaselabs_agent-catalog,langchain_openai:11;langgraph:10;langchain_core:10;ragas:1;langchain_experimental:1;openai:1
grll_mcpadapt,smolagents:3;crewai:2;langchain_core:2;langchain_anthropic:1;langgraph:1;langchain:1
cvs-health_langfair,langchain_openai:3;langchain_core:2
Multi-Agent-LLMs_mallm,openai:2;langchain_core:2;langchain:1
langchain-ai_langchain-datastax,langchain_core:19;langchain_openai:1
datastax_ragstack-ai,langchain_core:31;langchain:20;langchain_community:16;langchain_openai:8;openai:5;vertexai:2;langchain_google_vertexai:2;langchain_experimental:2;langchain_google_genai:1;langchain_nvidia_ai_endpoints:1
DjTaNg-404_ChatTutor,langchain_core:12;langchain_deepseek:5;langchain_community:3;langgraph:2;openai:1
Alpha-Labs-Inc_Alpha-Signal,langchain_core:2;langchain_google_genai:1;langchain_deepseek:1;langchain_mistralai:1;langchain_anthropic:1;langchain_openai:1
Chrisolande_Medical-Research-Assistant,langchain:8;langchain_core:8;langchain_huggingface:6;langchain_community:5;langchain_deepseek:2
OpenDCAI_OpenResearchFlow,langchain_core:21;langchain_openai:10;langgraph:9;langchain:7;openai:2;langchain_deepseek:1
web3spreads_quant-flow,
llm-workflow-engine_llm-workflow-engine,langchain_core:11;langchain_openai:3;langchain_community:2;langchain_google_vertexai:1;langchain_cohere:1;langchain_mistralai:1;langchain_anthropic:1;langchain_fireworks:1
Citrus-bit_Anaxa,langchain_core:50;langchain:47;langgraph:40;openai:2;langchain_anthropic:1;anthropic:1;langchain_deepseek:1;langchain_openai:1
hinthornw_trustcall,langchain_core:3;langgraph:2;langchain_openai:1;langchain:1
stevereiner_flexible-graphrag,langchain:42;langchain_community:31;langchain_core:24;langchain_aws:6;langchain_google_genai:2;langchain_ollama:2;langchain_openai:2;langchain_fireworks:2;langchain_groq:1;langchain_anthropic:1;langchain_experimental:1;litellm:1;openlit:1
AI-NAtive-I_agent-ros-bridge,langchain:7;openai:4;anthropic:2;langchain_core:1;langchain_openai:1
Zhenhaooo_PCASim,langchain_community:37;langchain_huggingface:37;langchain:37;langchain_openai:30;openai:7
sands-lab_FOCUS,openai:74;lagent:8;anthropic:5;zhipuai:2;langchain:1;dashscope:1;dspy:1;litellm:1;vertexai:1;ollama:1
julienlucas_agentic-rag-multiagent,langchain_core:10;langchain_mistralai:9;langchain_community:2;langgraph:1;mistralai:1;cohere:1
eneo-ai_eneo,litellm:10;langchain_core:1
msu-denver_bili-core,langchain_core:79;langgraph:35;langchain:6;langchain_community:6;langchain_aws:6;langchain_anthropic:4;langchain_openai:4;langchain_google_vertexai:3;langchain_huggingface:2;langchain_cohere:1;langchain_deepseek:1;openai:1;langchain_google_genai:1;langchain_groq:1;langchain_mistralai:1;langchain_ollama:1;langchain_xai:1
Capsize-Games_airunner,langchain_core:36;langgraph:11;langchain_openai:1;langchain_ollama:1;langchain_huggingface:1
opea-project_GenAIComps,langchain_community:45;langchain_core:36;langchain_huggingface:35;langchain:32;openai:10;langgraph:6;langchain_openai:5;langchain_experimental:2
vndee_local-talking-llm,langchain_core:2;langchain_ollama:1;langchain_openai:1
JetXu-LLM_llama-github,langchain_core:2;langchain_openai:1;langchain_mistralai:1
rabbicse_llm,langchain:5;langchain_community:5;langchain_ollama:5;langchain_core:4;ollama:2;langchain_groq:1;openai:1
prospectio-ai_prospectio-api-mcp,langchain_core:5;langchain:3;langchain_openai:2;langchain_google_genai:1;langchain_ollama:1;langchain_mistralai:1;langgraph:1
MarksStuff_github-agent,langchain_core:10;langchain_ollama:4;langgraph:3;langchain_anthropic:1
huggingface_optimum-habana,langchain_core:1;langchain_huggingface:1
lksnext-ai-lab_ai-core-tools,langchain_core:22;openai:4;langgraph:3;langchain_google_genai:3;langchain_ollama:3;mistralai:3;langchain_openai:3;langchain_mistralai:2;langchain_anthropic:2;langchain_aws:2;langchain_community:1;langchain:1;anthropic:1;ollama:1
jaschadub_VectorSmuggle,langchain_core:14;langchain_openai:14;langchain_community:5;ollama:2;langchain:1;langchain_ollama:1
climateandtech_report-analyst,langchain:1
voxel51_voxelgpt,langchain_core:10;langchain:1;langchain_openai:1
growgraph_ontocast,langchain_core:29;langgraph:7;langchain:2
rungalileo_sdk-examples,langchain_openai:19;langchain:19;agent_framework:18;langgraph:13;langchain_core:10;openai:10;langchain_community:3;anthropic:3;crewai:2;pydantic_ai:1
redis-developer_langgraph-redis,langgraph:115;langchain_core:65;langchain:18;langchain_openai:4
michaelalbada_BuildingApplicationsWithAIAgents,langchain_core:23;langchain_openai:23;langchain:18;langgraph:17;langchain_community:3;openai:2;autogen:2
OpenDCAI_Dataflow-LoopAI,langgraph:59;langchain_core:55;langchain_openai:29;openai:3;langchain_community:2;langchain:1
sunbeam-labs_sunbeam,langgraph:1;langchain_openai:1;langchain:1;langchain_core:1
cel-ai_celai,langchain_core:13;langchain_openai:8;langchain:5;openai:3;livekit:1;together:1;ollama:1;langchain_ollama:1
daxa-ai_pebblo,langchain_community:14;langchain_openai:13;langchain:8;litellm:1;langchain_groq:1
OWASP_DockSec,langchain_core:2;langchain_ollama:1;langchain_openai:1;langchain_google_genai:1;langchain_anthropic:1
XAIHT_Tlamatini,langchain_core:24;langchain_ollama:10;langchain:8;langchain_community:6;langgraph:4;anthropic:2
RHEcosystemAppEng_sast-ai-workflow,langchain_core:25;langchain_openai:5;langgraph:4;langchain_community:4;langchain_nvidia_ai_endpoints:3;ragas:1;langchain:1
mindfiredigital_Agentic-Web-Starter,langchain:3;langchain_core:3;langchain_community:2;langchain_google_genai:1;langchain_openai:1;langchain_huggingface:1
Tianyi-Billy-Ma_AutoData,langchain_core:26;langgraph:3;langchain_perplexity:2;langchain:1;openai:1
ENDEVSOLS_Long-Trainer,langchain_core:19;langchain_community:6;langgraph:3;langchain_openai:2;langchain_cohere:1;langchain_anthropic:1;langchain_huggingface:1;langchain_google_genai:1;langchain_ollama:1;langchain_experimental:1
tavily-ai_langchain-tavily,langchain_core:6
singlestore-labs_singlestoredb-python,langchain_openai:2;langchain_aws:2
tinyfish-io_tinyfish-web-agent-integrations,langchain_core:2;langgraph:1;langchain_openai:1
it-at-m_zammad-ai,langchain_core:11;langchain:6;langchain_openai:3;langgraph:1;langchain_anthropic:1
langchain-ai_langchain-litellm,litellm:8;langchain_core:6
oceanbase_langchain-oceanbase,langchain_core:22;langgraph:9;openai:3;langchain_community:2;langchain_openai:1
langchain-ai_langchain-upstage,langchain_core:13;openai:4;langchain_openai:1
langchain-ai_langchain-meta,langchain_core:13;langchain_openai:3;openai:2
stackitcloud_rag-template,langchain_core:50;langchain_community:9;openai:2;langgraph:2;langchain_experimental:1;langchain_ollama:1;langchain_openai:1;ragas:1;langchain:1
dealfluence_adeu,langchain_core:20;langchain:2
derf974_copilot-langchain,langchain_core:12;langgraph:1;langchain:1
congwa_embedease-ai,langchain_core:32;langchain:29;langgraph:13;langchain_openai:5;openai:1
langchain-ai_langchain-postgres,langchain_core:20;langchain_community:1;langchain_openai:1
langchain-ai_langchain-mongodb,langchain_core:54;langgraph:20;langchain_openai:11;langchain_ollama:4;langchain_community:2;langchain:2;langchain_aws:2
Grigorij-Dudnik_Clean-Coder-AI,langchain_core:14;langgraph:7;langchain:7;langchain_openai:1;langchain_ollama:1;langchain_anthropic:1;openai:1
oracle_langchain-oracle,langchain_core:123;langgraph:30;langchain:12;langchain_openai:2;openai:2;langchain_huggingface:2;langchain_community:1
langchain-ai_langchain-snowflake,langchain_core:18;langchain:1
kubeflow_docs-agent,langchain:3
jeremiedecock_snippets,langchain_core:18;langchain_openai:17;langchain_huggingface:8;langchain_mistralai:8;langchain_community:8;openai:4;langchain_google_genai:2;langchain_anthropic:1;langchain_cohere:1;mistralai:1
HKUDS_ViMax,langchain:16;langchain_core:14;agents:7;langchain_community:2;openai:1;langchain_openai:1
virattt_ai-hedge-fund,langchain_openai:1;langchain_deepseek:1;langchain_xai:1;langchain_google_genai:1;langchain_anthropic:1
FinAgent-Lab_market-analysis-team,langchain_core:26;langchain_openai:20;langgraph:16;langchain_community:3;opik:1
Kasma-Inc_hirag-prod,openai:3;langchain_core:2;langchain_community:1
NatLabRockies_elm,openai:14
aitomatic_openssa,openai:10;langchain:1;langchain_community:1;langchain_core:1;langchain_openai:1
beatwad_LinkedIn-AI-Job-Applier-Ultimate,langchain_core:4;langchain_ollama:1;langchain_openai:1;langchain_anthropic:1;langchain_google_genai:1
ebiose-ai_ebiose,langchain_core:10;langgraph:9;litellm:2;langchain_community:2;langchain_ollama:1;langchain_openai:1;openai:1;langchain_huggingface:1;langchain_google_genai:1;langchain_anthropic:1
agentiqs_mcp-kit-python,litellm:2;langgraph:1;anthropic:1;agents:1
brucechou1983_chainlit_langgraph,langchain_core:17;langgraph:5;langchain_openai:3;openai:3;langchain_anthropic:1;langchain_google_genai:1;langchain_groq:1;langchain_ollama:1;langchain_community:1
langchain-ai_langgraph-swarm-py,langchain:5;langchain_core:3;langgraph:3;langchain_openai:1
tisu19021997_langclaw,langchain_core:24;langgraph:16;langchain:13;langchain_community:2;langchain_openai:1
Certora_AIComposer,langchain_core:69;langgraph:62;anthropic:1;langchain_anthropic:1
mceck_shy-sh,langchain_core:14;langgraph:9;langchain:8;openai:1;groq:1;ollama:1;langchain_groq:1;langchain_aws:1;langchain_anthropic:1;langchain_openai:1;langchain_google_genai:1;langchain_ollama:1;langchain_community:1
zhongyu09_openchatbi,langchain_core:53;langgraph:22;langchain_openai:4
plurai-ai_intellagent,langchain:34;langchain_core:13;langgraph:8;langchain_ollama:2;langchain_community:1;langchain_anthropic:1;langchain_google_vertexai:1;langchain_openai:1;langchain_google_genai:1
tjni_langgraph-checkpoint-mysql,langgraph:27;langchain_core:13
SponsioLabs_Sponsio,langchain_core:13;langgraph:9;openai:7;agents:4;crewai:4;langchain_google_genai:3;anthropic:1
gapilongo_SOC,langgraph:1;langchain_anthropic:1;langchain_google_genai:1;langchain_openai:1
Shy2593666979_AgentChat,langchain_core:43;langchain:30;langgraph:21;openai:11;langchain_openai:7;langchain_community:5;anthropic:1;dashscope:1
PangHu1020_scholar-rag,langchain_core:14;langchain_openai:6;langgraph:4;ragas:1;langchain_huggingface:1
TeleAI-UAGI_telemem,openai:24;mem0:10;ollama:1;litellm:1;langgraph:1;dashscope:1;langchain_openai:1;langchain_core:1
Just-Curieous_Curie,langgraph:19;langchain_core:14;openai:10;langchain_community:4;langchain_openai:2;langchain:1;langchain_aws:1
datawhalechina_vibe-blog,langchain_core:4;langgraph:4;langchain_openai:3;langchain_anthropic:1;anthropic:1;langchain_google_genai:1
HimanshuMohanty-Git24_RakshaQuant,langchain_core:7;langchain_groq:6;langgraph:3
dog-qiuqiu_invincat,langchain_core:63;langgraph:31;langchain:30;langchain_openai:1
DeepXiv_deepxiv_sdk,langgraph:2;openai:2;langchain_core:1
yueguobin_gns3-copilot,langchain:39;langchain_core:18;langgraph:2;openai:2
neul-labs_fast-langgraph,langgraph:14;langchain_core:2
grupa-ai_agent-mcp,langchain_openai:15;langchain:10;langgraph:10;langchain_core:9;openai:7;langchain_community:6;autogen:6;crewai:4;langchain_google_genai:3;camel:2;anthropic:1;semantic_kernel:1;pydantic_ai:1
arcprize_ARC-AGI-3-Agents,agents:8;langgraph:5;openai:5;langchain_core:4;agentops:1;smolagents:1;langchain_openai:1
forge-sdlc_forge,langgraph:49;langchain_core:2;langchain_anthropic:2;langchain_google_vertexai:2;langchain_google_genai:2
bmigette_BA2TradePlatform,langchain_core:29;langchain_openai:11;langgraph:6;openai:4;langchain_deepseek:2;anthropic:2;langchain_xai:1;langchain_google_genai:1;langchain_aws:1;langchain_anthropic:1;langchain:1
spyrae_kronos-agent-os,langchain_core:104;langgraph:5;langchain_openai:1;langchain_deepseek:1;openai:1;mem0:1
gtesei_agentic_design_patterns,langchain_openai:49;langchain_core:28;langgraph:9;openai:4;langchain:3
bytedance_deer-flow,langchain_core:230;langgraph:138;langchain:114;langchain_openai:12;langchain_anthropic:2;anthropic:1;langchain_deepseek:1;openai:1
GenseeAI_open_deep_research,langchain_core:8;langgraph:8;langchain:6;langchain_anthropic:3;langchain_community:1;langchain_openai:1
auth0_auth0-ai-python,langchain_core:18;langgraph:5;langchain_openai:5;agent_framework:4;langchain:3;langchain_community:1
SREGym_SREGym,langchain_core:21;langgraph:14;openai:1;litellm:1;anthropic:1
Leeroo-AI_kapso,openai:5;langchain_anthropic:4;langgraph:4;litellm:3
ob-labs_agentseek-api,langgraph:26;langchain_core:16;langchain_openai:1;langchain_anthropic:1
av_harbor,openai:5;anthropic:4;npcpy:1
aegra_aegra,langgraph:25;langchain_core:18;langchain:3
cloud-ru_evo-ai-agents-labs,phoenix:5;litellm:3;crewai:3;langchain:2;langchain_core:1;langchain_openai:1;smolagents:1;agents:1
docling-project_docling-mcp,smolagents:7
mann1x_claude-hooks,langgraph:26;langchain_core:1
FudanSELab_TripSphere,langchain_openai:12;langchain_core:5;langgraph:3;mem0:2
FusionBrainLab_gigaevo-core,langchain_core:18;langchain_openai:17;openai:5;litellm:2;langgraph:1
MSDLLCpapers_teal-agents,semantic_kernel:56;agents:6;openai:2;anthropic:1
saxenauts_persona,openai:5;langchain_openai:2;mem0:1;anthropic:1
aws-samples_amazon-elasticache-samples,langchain:2;mem0:1;langchain_community:1;langchain_aws:1
oleksiijko_pmb,anthropic:3;mem0:1
generative-computing_mellea,openai:21;ollama:10;litellm:6;langchain_core:3;smolagents:3;langchain_community:1
binrogithub_1-3-Cloud-Adoption-Skills,litellm:11;openai:4;mem0:2;langgraph:1
dustland_vibex-py,litellm:4;mem0:1
ryaker_mcp-mem0-general,mem0:2
OpenNorve_CogniFold,openai:16;mem0:1
10xHub_Agentflow,openai:5;mem0:3;cohere:1;litellm:1
eidolon-ai_eidolon,openai:6;mem0:2;anthropic:2;mistralai:1;ollama:1
pixell-global_sayou,openai:10;anthropic:1;mem0:1
EfficientContext_ContextPilot,openai:6;mem0:1
double16_Cyber-AutoAgent-ng,litellm:7;ollama:6;langchain_google_genai:3;langchain_aws:3;langchain_ollama:3;ragas:2;langchain_core:1;langchain_community:1
strands-agents_tools,mem0:1
HKUDS_MGP,mem0:1
jleechanorg_claude-commands,mem0:4;anthropic:3;openai:2
JSONbored_mem0-aio,
chengzi0103_SoulSpeak,langchain_core:4;openai:2;langchain_openai:2;langchain:2;mem0:1
aws-controllers-k8s_test-infra,
bvcyber_Cyber-AutoAgent-ng,litellm:5;ollama:4;langchain_google_genai:2;langchain_aws:2;langchain_ollama:2;mem0:2;ragas:2;langchain_core:1
tanghaom_AppEvalPilot,metagpt:16
SmartFlowAI_EmoLLM,dashscope:7;metagpt:4;langchain_core:4;agents:2;zhipuai:2;langchain_community:2;langchain:2;langchain_openai:2
consciousness-lab_ctm-ai,litellm:30;openai:4;metagpt:2;autogen_agentchat:1;autogen_core:1;autogen_ext:1
shyftlabs_continuum,openai:5;agents:3;deepeval:3;anthropic:2;langchain_openai:1;ragas:1;headroom:1;mem0:1
wangwenju269_work_space,metagpt:14;openai:6;langchain:1
SocialAI-tianji_Tianji,openai:18;zhipuai:13;metagpt:10;langchain_core:8;langchain_community:6;langchain:6;dashscope:1
Privatris_AgentLeak,openai:10;crewai:7;anthropic:1;langchain:1;langchain_core:1;metagpt:1;agents:1
rasbt_mlxtend,
PyUtilib_pyutilib,
singer-io_target-stitch,
biocore_gemelli,
pk-hack_CoilSnake,
cevoaustralia_aws-google-auth,
nottelabs_bua,
NPC-Worldwide_npcsh,npcpy:15;ollama:1
nhadaututtheky_neural-memory,openai:3;anthropic:3;mem0:2;litellm:1
Linaro_lava,
marimo-team_marimo,pydantic_ai:17;openai:16;anthropic:3;langchain:1;groq:1
vita-epfl_Stable-Video-Infinity,dashscope:1
Yaofang-Liu_Pusa-VidGen,
yt-project_yt,
TIGER-AI-Lab_Context-Forcing,dashscope:2
cisco-ai-defense_defenseclaw,litellm:2
SuperagenticAI_superqode,agents:6;litellm:3;pydantic_ai:2;mem0:1
vipshop_cache-dit,
SHAdd0WTAka_Zen-Ai-Pentest,agents:117;langchain_core:29;langgraph:2;anthropic:1;openai:1
volcengine_volcengine-python-sdk,
bghira_SimpleTuner,replicate:2;dashscope:1
MoonLadderStudios_MoonMind,openai:1
Echo-Team-Joy-Future-Academy-JD_Echo-Memory,
GVCLab_GSFixer,
RedMediaTech_ODTSR,
360CVGroup_FLUX-Makeup,
SkyworkAI_Matrix-3D,
EnVision-Research_DualCamCtrl,
wi2trier_cbrkit,pydantic_ai:4;openai:4;cohere:3;ollama:2;anthropic:1;agents:1
linux-netdev_nipa,
getpatchwork_patchwork,patchwork:91
mricon_b4,
xiaomi-research_drivelaw,
PrefectHQ_marvin,pydantic_ai:50;openai:2;langchain_openai:1
metauto-ai_GPTSwarm,swarm:93;openai:4
m7mdhka_pydantic-ai-production-ready-template,pydantic_ai:2
Gnosisone_ERR0RS-Ultimate,anthropic:1;openai:1
FaustoS88_Pydantic-AI-Pinescript-Expert,openai:7;pydantic_ai:3;ragas:1;langchain_openai:1
axsaucedo_pydantic-ai-server,pydantic_ai:13
monarch-initiative_aurelian,pydantic_ai:89;openai:2;anthropic:1
hustvl_Turbo-VAED,
GetSherlog_Canvas,pydantic_ai:16;openai:1
ilanbenb_wa_llm,pydantic_ai:6
1170300714_Local-DPO,
MingXiangL_Teacache-xDiT,
paytaca_watchtower-cash,patchwork:1
mixseek_mixseek-core,pydantic_ai:45
timescale_tiger-slack,pydantic_ai:2
tandemai-inc_rdkit-mcp-server,pydantic_ai:3
llm-agent-x_llm-agent-x,pydantic_ai:10;langchain_core:2;openai:1;langchain_openai:1;phoenix:1
youware-labs_pai-agent-sdk,pydantic_ai:118;anthropic:1
unoplat_unoplat-code-confluence,pydantic_ai:35;litellm:1;openai:1
sondera-ai_sondera-harness-python,langchain_core:10;pydantic_ai:8;langchain:5;langgraph:5;langchain_anthropic:1;langchain_google_genai:1;langchain_openai:1;langchain_community:1;litellm:1
BeautyyuYanli_Kapybara,pydantic_ai:15;anthropic:1
vladkesler_initrunner,pydantic_ai:131;langchain:3;openai:1;langchain_openai:1;langchain_community:1;langchain_anthropic:1;langgraph:1
vstorm-co_pydantic-ai-shields,pydantic_ai:11
shotgun-sh_shotgun,pydantic_ai:121;anthropic:7;openai:4
mochow13_pydantic-ai-litellm,pydantic_ai:12;litellm:1
facebookresearch_prompt-siren,pydantic_ai:52;anthropic:1;openai:1
suitenumerique_conversations,pydantic_ai:49;mistralai:3
SarthakJariwala_sqlsaber,pydantic_ai:61
ikamensh_kodo,pydantic_ai:17;anthropic:1
cvlab-kaist_APPLE,
pamelafox_github-repo-maintainer-agent,pydantic_ai:1;openai:1
vcoderun_acpkit,pydantic_ai:66;langchain_core:9;langchain:7;langgraph:5;langchain_openai:2;openai:1
BioGeMT_agentomics-ml,pydantic_ai:21;openai:3
pydantic_pydantic-ai-harness,pydantic_ai:163
madviking_pydantic-llm-tester,openai:4;anthropic:1;mistralai:1;pydantic_ai:1
pydantic_logfire,openai:7;anthropic:5;pydantic_ai:4;agents:4;langchain:1;langchain_openai:1;langchain_core:1;litellm:1
angr_angr,pydantic_ai:1
vstorm-co_pydantic-ai-backend,pydantic_ai:16
reboot-dev_reboot,pydantic_ai:7;langchain:1
enoch3712_ExtractThinker,litellm:7;pydantic_ai:2;openai:1
vstorm-co_pydantic-ai-todo,pydantic_ai:5
arun-gupta_agentic-tictactoe,pydantic_ai:5;anthropic:2;openai:2
dylibso_mcpx-py,pydantic_ai:1
Open-Source-Legal_OpenContracts,pydantic_ai:25;openai:3;anthropic:1
GhostInShells_MOSShell,pydantic_ai:8;anthropic:4;openai:1
andrewbartels1_SolidworksMCP-python,pydantic_ai:7
Azure-Samples_autoauth-solution-accelerator,semantic_kernel:6;langchain_core:2;openai:1;ragas:1;langchain_community:1
basnijholt_agent-cli,pydantic_ai:7;openai:1
Vocab-Apps_anki-hyper-tts,agents:12;pydantic_ai:9;openai:4;anthropic:1;cohere:1;langchain_mistralai:1;langchain:1;langchain_cohere:1;langchain_aws:1;langchain_core:1;langchain_huggingface:1;langchain_google_vertexai:1;langchain_openai:1;langchain_ollama:1;langgraph:1;litellm:1
kmavrodis_noRAG-multiagent-doc-qna,openai:6;semantic_kernel:2
microsoft_pgtoolsservice,semantic_kernel:11
microsoft_Tyche,semantic_kernel:7
Nantero1_ai-first-devops-toolkit,semantic_kernel:12;openai:3
Azure-Samples_llm-agent-ops-toolkit-sk,semantic_kernel:19
Azure-Samples_Azure-Language-OpenAI-Conversational-Agent-Accelerator,semantic_kernel:7;agents:3;openai:1
kstevica_captain-claw,litellm:13;openai:1
AzureCosmosDB_CosmosAIGraph,semantic_kernel:4;openai:1
Qredence_agentic-kernel,semantic_kernel:9;openai:1
eavanvalkenburg_pysiaalarm,
XDEI-Group_AerialClaw,swarm:5;anthropic:1
multimindlab_multimind-sdk,openai:9;anthropic:4;crewai:3;autogen_core:2;langchain_core:2;cohere:1;superagi:1;langchain:1;semantic_kernel:1
femto_minion-agent,smolagents:25;litellm:10;langchain_core:5;agents:4;agno:3;openai:2;langgraph:2;together:1
IlyaGusev_saiga_bot,openai:1
KOSASIH_nexus-revoluter,
huggingface_screensuite,smolagents:33
CharlesQ9_HistAgent,smolagents:20;langchain_core:9;openai:8;langchain_openai:3;langchain_anthropic:1
swarm-ai-research_swarm,swarm:838;anthropic:9;openai:7;langchain_ollama:4;langchain_openai:4;langgraph:3;langchain_anthropic:2;crewai:1;swarms:1;langchain:1;langchain_core:1
Arcadia-1_AMS-IO-Agent,smolagents:27;openai:2
mpieniak01_Venom,semantic_kernel:96;openai:4;autogen:2
Rootly-AI-Labs_on-call-health,smolagents:7;openai:1;anthropic:1
SearchSavior_OpenArc,openai:3;smolagents:1
maxim-saplin_mcp_safe_local_python_executor,smolagents:2
huggingface_screenenv,smolagents:2
mxgoai_mxgo-core,smolagents:26
MINDS-THU_HAMLET,openai:8;smolagents:3;litellm:1;langchain:1
elophanto_EloPhanto,litellm:1
openJiuwen-ai_agent-store,
StonyBrookNLP_appworld,openai:7;smolagents:5;litellm:4;agents:3;together:1
hal9ai_hal9,openai:7;groq:3;replicate:3;langchain_openai:2;swarm:1
mitdbg_palimpzest,openai:7;litellm:7;smolagents:4;anthropic:1
microsoft_simplechat,semantic_kernel:50;openai:10
jmcentire_pact,anthropic:2;openai:1
linora-u_AgentLoom,smolagents:40;litellm:10;openai:2
TheodoreGalanos_aec-bench,pydantic_ai:15;agents:5
strangeadvancedmarketing_Adam,
InternScience_SciEvalKit,openai:11;dashscope:2;anthropic:2;vertexai:1;zhipuai:1;litellm:1
swarm-subnet_swarm,swarm:189
The-Swarm-Corporation_ClawSwarm,swarms:3
matthewhand_open-swarm,swarm:278;agents:29;openai:18;mem0:1
alireza787b_mavsdk_drone_show,
JouleCai_geospacelab,
igeniusai_domyn-swarm,openai:3
OnePunchMonk_AgentQuant,openai:1;langchain_google_genai:1
underworldcode_underworld3,
professorpalmer_Puppetmaster,
coredipper_operon,langchain_core:5;openai:3;langgraph:3;langchain_openai:2;anthropic:1
IvanWng97_TradingAgents-Telegram,langchain_core:1
BSTester_TradingAgentsWeb,langchain_core:16;langchain_openai:5;langgraph:3;openai:2;langchain_google_genai:1;langchain_anthropic:1
seawaylee_tradingagent,langchain_core:14;langchain_openai:6;langgraph:5;langchain_anthropic:1;openai:1;langchain_google_genai:1
KylinMountain_TradingAgents-AShare,langchain_core:19;langchain_openai:4;langgraph:3;anthropic:1;openai:1;langchain_anthropic:1;langchain_google_genai:1
fetchai_fetchai,openai:1
code-philia_WebTestPilot,openai:2;lavague:1
TNT-Likely_PanWatch,langchain_core:2;openai:1
sr-857_AstraGuard-AI-Apertre-3.0,
BG8CFB_TradingAgents-CN,langchain_core:32;langgraph:4;langchain_openai:4;openai:2;dashscope:2;langchain_anthropic:1;langchain_google_genai:1
HKUDS_Vibe-Trading,langchain_core:6;openai:3;langchain_openai:1;langchain_anthropic:1
swarmauri_swarmauri-sdk,openai:2
mims-harvard_ToolUniverse,openai:3
huaweicloud_huaweicloud-sdk-python-v3,
