"repo","cg_source","excluded_files","graph_usable","total_functions","graph_nodes","graph_edges","graph_coverage_pct","llm_direct_invokers","llm_transitive_invokers","eval_direct_invokers","eval_transitive_invokers"
"NPC-Worldwide/npcsh","pyan","0","True","219","241","640","110.0","0","0","0","0"
"cisco-ai-defense/defenseclaw","pyan_resilient","1","True","17592","21273","362640","120.9","0","0","0","0"
"SuperagenticAI/superqode","pyan_resilient","1","True","13514","16109","1277797","119.2","10","9417","0","0"
"vita-epfl/Stable-Video-Infinity","pyan","0","True","2225","2076","38058","93.3","0","0","0","0"
"Yaofang-Liu/Pusa-VidGen","pyan","0","True","2442","2250","39621","92.1","0","0","0","0"
"bghira/SimpleTuner","pyan_resilient","2","True","20728","22519","1757374","108.6","0","0","0","0"
"TIGER-AI-Lab/Context-Forcing","pyan","0","True","2734","2585","42207","94.6","0","0","0","0"
"MoonLadderStudios/MoonMind","pyan_resilient","2","True","22670","26949","1139874","118.9","0","0","0","0"
"GVCLab/GSFixer","pyan","0","True","14586","16350","1922203","112.1","0","0","0","0"
"vipshop/cache-dit","pyan_resilient","1","True","2350","2620","22651","111.5","0","0","0","0"
"xiaomi-research/drivelaw","pyan","0","True","19231","21668","3360786","112.7","0","0","0","0"
"360CVGroup/FLUX-Makeup","pyan_resilient","2","True","15970","17822","1792870","111.6","0","0","0","0"
"cvlab-kaist/APPLE","pyan","0","True","23233","28875","8337729","124.3","0","0","0","0"
"Echo-Team-Joy-Future-Academy-JD/Echo-Memory","pyan","0","True","2356","2402","40514","102.0","0","0","0","0"
"SkyworkAI/Matrix-3D","pyan_resilient","3","True","6313","5415","62680","85.8","0","0","0","0"
"RedMediaTech/ODTSR","pyan","0","True","2357","2517","51618","106.8","0","0","0","0"
"MingXiangL/Teacache-xDiT","pyan_resilient","1","True","16781","19787","2936049","117.9","0","0","0","0"
"hustvl/Turbo-VAED","pyan","0","True","18221","21222","3940670","116.5","0","0","0","0"
"1170300714/Local-DPO","pyan_resilient","1","True","16458","19414","2998280","118.0","0","0","0","0"
"EnVision-Research/DualCamCtrl","pyan","0","True","2340","2411","54907","103.0","0","0","0","0"
"wi2trier/cbrkit","pyan","0","True","807","1317","10965","163.2","0","0","0","0"
"getpatchwork/patchwork","pyan","0","True","1235","1611","21821","130.4","0","0","0","0"
"linux-netdev/nipa","pyan","0","True","1020","877","4910","86.0","0","0","0","0"
"mricon/b4","pyan","0","True","2851","2962","19686","103.9","0","0","0","0"
"paytaca/watchtower-cash","pyan","0","True","2698","3747","112185","138.9","0","0","0","0"
"Gnosisone/ERR0RS-Ultimate","pyan","0","True","2829","3390","59725","119.8","2","2","0","0"
"metauto-ai/GPTSwarm","pyan","0","True","413","441","2593","106.8","14","11","0","0"
"m7mdhka/pydantic-ai-production-ready-template","pyan","0","True","249","266","1049","106.8","0","0","0","0"
"monarch-initiative/aurelian","pyan","0","True","743","1017","7481","136.9","20","71","0","0"
"FaustoS88/Pydantic-AI-Pinescript-Expert","pyan","0","True","201","208","496","103.5","3","6","1","2"
"axsaucedo/pydantic-ai-server","pyan","0","True","701","685","2566","97.7","3","30","0","0"
"mixseek/mixseek-core","pyan","0","True","2645","2921","19602","110.4","22","775","0","0"
"GetSherlog/Canvas","pyan","0","True","544","656","13710","120.6","7","13","0","0"
"Open-Source-Legal/OpenContracts","pyan_resilient","1","True","18687","22974","3051236","122.9","11","10","0","0"
"ilanbenb/wa_llm","pyan","0","True","217","243","1010","112.0","10","9","0","0"
"unoplat/unoplat-code-confluence","pyan","0","True","1641","2125","14979","129.5","8","29","0","0"
"vladkesler/initrunner","pyan","0","True","8172","9344","101459","114.3","31","4913","0","0"
"timescale/tiger-slack","pyan","0","True","81","64","166","79.0","0","0","0","0"
"youware-labs/pai-agent-sdk","pyan","0","True","2133","2348","14028","110.1","10","98","0","0"
"tandemai-inc/rdkit-mcp-server","pyan","0","True","183","217","755","118.6","3","2","0","0"
"llm-agent-x/llm-agent-x","pyan_resilient","14","True","253","314","1321","124.1","23","24","0","0"
"shotgun-sh/shotgun","pyan_resilient","1","True","4363","5016","51607","115.0","26","2188","0","0"
"sondera-ai/sondera-harness-python","pyan","0","True","1455","1563","9088","107.4","40","27","0","0"
"BeautyyuYanli/Kapybara","pyan","0","True","1090","1196","6115","109.7","3","27","0","0"
"suitenumerique/conversations","pyan","0","True","1824","2368","17601","129.8","12","100","0","0"
"facebookresearch/prompt-siren","pyan","0","True","1563","1851","11826","118.4","12","55","0","0"
"vstorm-co/pydantic-ai-shields","pyan","0","True","123","135","441","109.8","56","0","0","0"
"SarthakJariwala/sqlsaber","pyan_resilient","1","True","2420","2681","19388","110.8","17","1557","0","0"
"mochow13/pydantic-ai-litellm","pyan","0","True","57","56","119","98.2","11","1","0","0"
"ikamensh/kodo","pyan_resilient","1","True","2728","3155","25380","115.7","13","712","0","0"
"pydantic/pydantic-ai-harness","pyan_resilient","3","True","4969","5372","52522","108.1","346","2394","0","0"
"vcoderun/acpkit","pyan","0","True","2713","3196","35463","117.8","32","63","0","0"
"GhostInShells/MOSShell","pyan_resilient","1","True","8142","9163","161205","112.5","3","1","0","0"
"BioGeMT/agentomics-ml","pyan","0","True","754","781","3377","103.6","8","6","0","0"
"pamelafox/github-repo-maintainer-agent","pyan","0","True","59","60","312","101.7","1","1","0","0"
"pydantic/logfire","pyan","0","True","3473","4204","68018","121.0","55","0","0","0"
"TheodoreGalanos/aec-bench","pyan","0","True","18584","25251","615837","135.9","5","9354","0","0"
"madviking/pydantic-llm-tester","pyan","0","True","455","552","2966","121.3","3","233","0","0"
"Vocab-Apps/anki-hyper-tts","pyan","0","True","10789","13374","1191657","124.0","0","0","0","0"
"vstorm-co/pydantic-ai-backend","pyan_resilient","1","True","2313","2240","17468","96.8","9","1","0","0"
"enoch3712/ExtractThinker","pyan","0","True","724","787","3804","108.7","2","104","0","0"
"andrewbartels1/SolidworksMCP-python","pyan_resilient","3","True","3387","3678","37020","108.6","5","1373","0","0"
"arun-gupta/agentic-tictactoe","pyan","0","True","843","879","3859","104.3","3","74","0","0"
"vstorm-co/pydantic-ai-todo","pyan","0","True","407","476","2276","117.0","3","0","0","0"
"basnijholt/agent-cli","pyan","0","True","2744","2895","18269","105.5","6","120","0","0"
"dylibso/mcpx-py","pyan","0","True","27","32","90","118.5","0","0","0","0"
"kstevica/captain-claw","pyan_resilient","2","True","9605","11597","185097","120.7","0","0","0","0"
"swarm-ai-research/swarm","none","2","False","15009","0","0","0.0","275","0","0","0"
"microsoft/pgtoolsservice","pyan","0","True","3196","3720","63529","116.4","0","0","0","0"
"Azure-Samples/autoauth-solution-accelerator","pyan","0","True","336","261","892","77.7","3","35","1","1"
"mpieniak01/Venom","pyan_resilient","9","True","13409","13446","144490","100.3","11","405","0","0"
"multimindlab/multimind-sdk","pyan_resilient","1","True","7420","8138","143465","109.7","59","4233","0","0"
"kmavrodis/noRAG-multiagent-doc-qna","pyan","0","True","366","273","2982","74.6","17","54","0","0"
"microsoft/Tyche","pyan","0","True","21","25","34","119.0","1","0","0","0"
"Nantero1/ai-first-devops-toolkit","pyan","0","True","506","463","1017","91.5","3","64","0","0"
"microsoft/simplechat","pyan_resilient","11","True","8259","8806","48383","106.6","16","432","0","0"
"Azure-Samples/llm-agent-ops-toolkit-sk","pyan","0","True","107","130","557","121.5","11","2","0","0"
"Azure-Samples/Azure-Language-OpenAI-Conversational-Agent-Accelerator","pyan","0","True","85","77","259","90.6","5","11","0","0"
"Qredence/agentic-kernel","pyan","0","True","1622","1912","26058","117.9","2","16","0","0"
"AzureCosmosDB/CosmosAIGraph","pyan","0","True","527","337","1400","63.9","3","13","0","0"
"KOSASIH/nexus-revoluter","pyan_resilient","15","True","1960","1525","3693","77.8","0","0","0","0"
"eavanvalkenburg/pysiaalarm","pyan","0","True","185","191","829","103.2","0","0","0","0"
"XDEI-Group/AerialClaw","pyan","0","True","789","733","2129","92.9","4","12","0","0"
"elophanto/EloPhanto","pyan_resilient","4","True","8559","8221","66660","96.1","0","0","0","0"
"femto/minion-agent","pyan","0","True","507","640","7105","126.2","7","0","0","0"
"IlyaGusev/saiga_bot","pyan","0","True","150","164","669","109.3","1","0","0","0"
"huggingface/screensuite","pyan","0","True","429","556","4714","129.6","10","32","0","0"
"CharlesQ9/HistAgent","pyan","0","True","540","574","3162","106.3","12","139","0","0"
"Rootly-AI-Labs/on-call-health","pyan_resilient","1","True","1997","1781","28508","89.2","2","16","0","0"
"Arcadia-1/AMS-IO-Agent","pyan","0","True","439","438","1208","99.8","5","3","0","0"
"mxgoai/mxgo-core","pyan","0","True","941","931","6045","98.9","1","2","0","0"
"SearchSavior/OpenArc","pyan","0","True","577","634","3677","109.9","2","1","0","0"
"huggingface/screenenv","pyan","0","True","104","162","622","155.8","0","0","0","0"
"maxim-saplin/mcp_safe_local_python_executor","pyan","0","True","8","2","2","25.0","0","0","0","0"
"linora-u/AgentLoom","pyan_resilient","1","True","6919","7945","65678","114.8","44","4509","0","0"
"StonyBrookNLP/appworld","pyan_resilient","2","True","1844","2345","17376","127.2","2","6","0","0"
"MINDS-THU/HAMLET","pyan_resilient","1","True","651","858","8902","131.8","4","422","0","0"
"InternScience/SciEvalKit","pyan_resilient","3","True","4672","5991","58443","128.2","10","65","0","0"
"mitdbg/palimpzest","pyan","0","True","1452","1831","14384","126.1","7","2","0","0"
"hal9ai/hal9","pyan","0","True","152","129","502","84.9","5","9","0","0"
"jmcentire/pact","pyan","0","True","3343","3666","17240","109.7","9","192","0","0"
"alireza787b/mavsdk_drone_show","pyan_resilient","4","True","9029","9084","102223","100.6","0","0","0","0"
"matthewhand/open-swarm","pyan","0","True","3134","3209","25428","102.4","201","186","0","0"
"swarm-subnet/swarm","pyan","0","True","2486","3166","18728","127.4","0","0","0","0"
"underworldcode/underworld3","pyan_resilient","9","True","4217","4764","68659","113.0","0","0","0","0"
"strangeadvancedmarketing/Adam","pyan_resilient","1","True","184","177","442","96.2","0","0","0","0"
"JouleCai/geospacelab","pyan","0","True","1915","2475","103120","129.2","0","0","0","0"
"swarmauri/swarmauri-sdk","pyan_resilient","1","True","15987","17928","75751","112.1","8","24","0","0"
"The-Swarm-Corporation/ClawSwarm","pyan","0","True","240","237","780","98.8","2","15","0","0"
"HKUDS/Vibe-Trading","pyan_resilient","2","True","14386","16640","168964","115.7","5","64","0","0"
"coredipper/operon","pyan_resilient","2","True","4838","6139","63031","126.9","10","362","0","0"
"igeniusai/domyn-swarm","pyan_resilient","1","True","1308","1473","7650","112.6","7","3","0","0"
"professorpalmer/Puppetmaster","pyan","0","True","4340","5030","100495","115.9","0","0","0","0"
"OnePunchMonk/AgentQuant","pyan","0","True","330","391","1393","118.5","2","0","0","0"
"sr-857/AstraGuard-AI-Apertre-3.0","pyan_resilient","13","True","6795","6765","26786","99.6","0","0","0","0"
"BSTester/TradingAgentsWeb","pyan_resilient","1","True","834","852","9887","102.2","14","25","0","0"
"IvanWng97/TradingAgents-Telegram","pyan","0","True","642","673","2715","104.8","0","0","0","0"
"seawaylee/tradingagent","pyan_resilient","2","True","515","552","5657","107.2","14","126","0","0"
"KylinMountain/TradingAgents-AShare","pyan","0","True","938","996","6642","106.2","24","60","0","0"
"TNT-Likely/PanWatch","pyan_resilient","1","True","1955","2546","45246","130.2","3","20","0","0"
"BG8CFB/TradingAgents-CN","pyan","0","True","4824","5350","47677","110.9","3","32","0","0"
"fetchai/fetchai","pyan","0","True","36","31","78","86.1","1","1","0","0"
"code-philia/WebTestPilot","pyan","0","True","403","462","2273","114.6","7","27","0","0"
