"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"agentiqs/mcp-kit-python","agentiqs_mcp-kit-python","langgraph","23","981","4","2025-08-02","Agentiqs.ai mcp-kit","1","1","1","0","4","4","0","3","3","0","0","0","0","469","0.64","pyan","True","0","112.2","ok","","litellm, langgraph, anthropic, agents","0","","0","","","","","","","","",""
"brucechou1983/chainlit_langgraph","brucechou1983_chainlit_langgraph","langgraph","98","13972","2","2025-12-19","A seamless integration of Chainlit with LangGraph. Ideal for fast prototyping multi-LLM chatbot or AI agents.","1","1","1","0","6","6","0","6","9","2","0","2","0","145","4.14","pyan","True","0","92.4","ok","","langchain_core, langgraph, langchain_openai, openai, langchain_anthropic, langchain_google_genai, langchain_groq, langchain_ollama, langchain_community","0","","0","","","","","","","","",""
"zhongyu09/openchatbi","zhongyu09_openchatbi","langgraph","589","9756","4","2026-06-30","OpenChatBI is an intelligent chat-based BI tool powered by large language models, designed to help users query, analyze, and visualize data through natural language conversations. It uses LangGraph an","1","1","1","0","32","35","3","24","191","166","9","157","0","1276","1.88","pyan","True","0","107.5","ok","","langchain_core, langgraph, langchain_openai","0","","0","","","","","","","","",""
"langchain-ai/langgraph-swarm-py","langchain-ai_langgraph-swarm-py","langgraph","1532","1071","10","2026-06-20","For your multi-agent needs","1","1","1","0","4","4","0","2","0","2","2","0","0","21","9.52","pyan","True","0","100.0","ok","","langchain, langchain_core, langgraph, langchain_openai","1","imported_by=5 as `langgraph_swarm` (e.g. LangConfig/langconfig, ababdotai/awesome-agent-quickstart, femto/minion-agent)","0","","","","","","","","0","framework, not an application: langchain integration package (EXCLUSIONS §11)"
"bytedance/deer-flow","bytedance_deer-flow","langgraph","75754","41037","299","2026-07-01","An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of ta","1","1","1","0","190","211","21","160","9775","6409","133","6276","0","17902","0.89","pyan_resilient","True","20","111.4","ok","","langchain_core, langgraph, langchain, langchain_openai, langchain_anthropic, anthropic, langchain_deepseek, openai","0","","0","","","","","","","","","reviewed 2026-08-25: deep-research agent APPLICATION (run from source, no package) — KEEP (EXCLUSIONS §12)"
"plurai-ai/intellagent","plurai-ai_intellagent","langgraph","1245","14956","5","2026-05-15","A framework for comprehensive diagnosis and optimization of agents using simulated, realistic synthetic interactions","1","1","1","0","26","26","0","26","55","16","3","13","0","302","8.61","pyan","True","0","114.2","ok","","langchain, langchain_core, langgraph, langchain_ollama, langchain_community, langchain_anthropic, langchain_google_vertexai, langchain_openai, langchain_google_genai","0","","0","","","","","","","","",""
"mceck/shy-sh","mceck_shy-sh","langgraph","56","3936","4","2025-09-16","Shell copilot - sh shell AI copilot","1","1","1","0","11","11","0","11","11","5","3","2","0","128","8.59","pyan","True","0","113.3","ok","","langchain_core, langgraph, langchain, openai, groq, ollama, langchain_groq, langchain_aws, langchain_anthropic, langchain_openai, langchain_google_genai, langchain_ollama, langchain_community","0","","0","","","","","","","","",""
"Shy2593666979/AgentChat","Shy2593666979_AgentChat","langgraph","785","2564","8","2026-04-15","AgentChat 是一个基于 LLM 的智能体交流平台，内置默认 Agent 并支持用户自定义 Agent。通过多轮对话和任务协作，Agent 可以理解并协助完成复杂任务。项目集成 LangChain、Function Call、MCP 协议、RAG、Memory、HITL、Skill、Milvus 和 ElasticSearch 等技术，实现高效的知识检索与工具调用，使用 FastAPI 构建","1","1","1","0","81","81","0","72","289","0","0","0","0","1353","5.32","pyan","True","0","124.1","ok","","langchain_core, langchain, langgraph, openai, langchain_openai, langchain_community, anthropic, dashscope","0","","0","","","","","","","","",""
"tjni/langgraph-checkpoint-mysql","tjni_langgraph-checkpoint-mysql","langgraph","146","806","5","2026-01-23","Library with a MySQL implementation of LangGraph checkpoint saver.","1","1","1","0","657","659","2","175","0","175","175","0","0","439","39.86","pyan_resilient","True","2","86.3","ok","","langgraph, langchain_core","0","","0","","","","","","","","",""
"dog-qiuqiu/invincat","dog-qiuqiu_invincat","langgraph, langgraph_sdk","151","14463","3","2026-05-26","A native Python agent CLI built on DeepAgents CLI, featuring an independent memory Agent that captures learnings after each task and delivers efficient AI coding assistance through hierarchical memory","1","1","1","0","20","35","15","18","262","193","13","180","0","5423","0.33","pyan_resilient","True","4","108.6","ok","","langchain_core, langgraph, langchain, langchain_openai","0","","0","","","","","","","","",""
"datawhalechina/vibe-blog","datawhalechina_vibe-blog","langgraph","221","118469","10","2026-04-01","Vibe-Blog是一个基于Multi-Agent 架构的万字长文技术博客生成AI助手，支持深度调研、智能配图、Mermaid 图表、代码集成、专业排版的各种专业技术博客写作中所需要的能力, 真正做到了 ""输入一句话, 一键输出图文混合的万字技术长文, 轻轻松松做到日更万字长文技术博客""，将晦涩的技术知识转化为通俗易懂的科普文章，让每个人都能轻松理解复杂技术,在 AI 时代扬帆起航.","1","1","1","0","6","6","0","6","2153","1053","1","1052","0","3440","0.17","pyan_resilient","True","4","108.5","ok","","langchain_core, langgraph, langchain_openai, langchain_anthropic, anthropic, langchain_google_genai","0","","0","","","","","","","","",""
"gapilongo/SOC","gapilongo_SOC","langgraph","11","80063","2","2025-11-18","Intelligent SOC automation framework powered by LangGraph multi-agent workflows for alert triage, correlation, and incident response","1","1","1","0","0","0","0","0","0","0","0","0","0","822","0.0","pyan","True","0","106.1","absent","","langgraph, langchain_anthropic, langchain_google_genai, langchain_openai","0","upstream_name?=lg_sotf","1","imports_fw_no_call_site","langgraph","167","0","8","0","0","",""
"TeleAI-UAGI/telemem","TeleAI-UAGI_telemem","langgraph, mem0","469","110179","7","2026-06-12","TeleMem is a high-performance drop-in replacement for Mem0, featuring semantic deduplication, long-term dialogue memory, and multimodal video reasoning.","1","1","1","0","57","57","0","47","61","19","15","4","0","948","4.96","pyan","True","0","124.6","ok","","openai, mem0, ollama, litellm, langgraph, dashscope, langchain_openai, langchain_core","0","","0","","","","","","","","",""
"PangHu1020/scholar-rag","PangHu1020_scholar-rag","langgraph","67","47511","2","2026-05-19","A beginner-friendly and extensible Agentic RAG project that demonstrates the full pipeline of document parsing, retrieval, reranking, workflow orchestration, tool calling, and answer generation, desig","1","1","1","0","15","17","2","14","15","4","0","4","0","145","9.66","pyan","True","0","120.7","ok","","langchain_core, langchain_openai, langgraph, ragas, langchain_huggingface","0","","0","","","","","","","","",""
"Just-Curieous/Curie","Just-Curieous_Curie","langgraph","362","23206","8","2025-09-28","❓Curie: Automated and Rigorous Scientific Experimentation with AI Agents","1","1","1","0","23","23","0","15","65","0","0","0","0","519","2.89","pyan_resilient","True","1","92.3","ok","","langgraph, langchain_core, openai, langchain_community, langchain_openai, langchain, langchain_aws","0","","0","","","","","","","","",""
"HimanshuMohanty-Git24/RakshaQuant","HimanshuMohanty-Git24_RakshaQuant","langgraph","37","730","3","2026-06-30","🛡️ RakshaQuant - AI-powered paper trading for NSE using LangGraph multi-agent orchestration. Features 4 LLM agents, learning feedback loop, LangSmith observability & risk guardrails. Built with Groq, ","1","1","1","0","11","11","0","7","35","17","0","17","0","1003","0.7","pyan","True","0","121.3","ok","","langchain_core, langchain_groq, langgraph","0","","0","","","","","","","","",""
"spyrae/kronos-agent-os","spyrae_kronos-agent-os","langgraph, mem0","35","2303","2","2026-07-01","Kronos Agent OS (KAOS): self-hosted runtime for durable AI agents with memory, skills, MCP tools, automations, dashboard, and optional swarm coordination.","1","1","1","0","98","100","2","93","1670","970","38","932","0","4566","2.04","pyan","True","0","112.7","ok","","langchain_core, langgraph, langchain_openai, langchain_deepseek, openai, mem0","0","","0","","","","","","","","",""
"forge-sdlc/forge","forge-sdlc_forge","langgraph","13","3438","9","2026-06-30","An intelligent orchestration system that automates the software development lifecycle from Feature ideation through code delivery using AI-powered planning and execution.","1","1","1","0","13","13","0","10","283","244","6","238","0","3580","0.28","pyan","True","0","103.0","ok","","langgraph, langchain_core, langchain_anthropic, langchain_google_vertexai, langchain_google_genai","1","imported_by=2 as `forge` (e.g. Privatris/AgentLeak, Significant-Gravitas/AutoGPT)","0","","","","","","","","",""
"yueguobin/gns3-copilot","yueguobin_gns3-copilot","langgraph","43","29356","3","2026-07-01","GNS3 Copilot is an intelligent network automation assistant that combines the power of AI with GNS3 network simulation platform. It allows you to manage and configure network devices using natural lan","1","1","1","0","13","13","0","10","109","98","0","98","0","1362","0.73","pyan","True","0","104.9","ok","","langchain, langchain_core, langgraph, openai","0","","0","","","","","","","","",""
"DeepXiv/deepxiv_sdk","DeepXiv_deepxiv_sdk","langgraph","731","8058","5","2026-05-22","Talk to research papers like talking to authors - Python package with AI agent for arXiv papers","1","1","1","0","2","2","0","1","155","90","0","90","0","271","0.37","pyan","True","0","107.7","ok","","langgraph, openai, langchain_core","0","imported_by=1 as `deepxiv_sdk` (e.g. gabrielmoreira/agent-skills-mirror)","0","","","","","","","","",""
"neul-labs/fast-langgraph","neul-labs_fast-langgraph","langgraph","22","1400","3","2026-06-30","High-performance Rust accelerators for LangGraph applications. Drop-in components that provide up to 700x speedups for checkpoint operations and 10-50x speedups for state management.","1","1","1","0","26","26","0","17","3","10","10","0","0","393","4.33","pyan","True","0","109.7","ok","","langgraph, langchain_core","0","","0","","","","","","","","",""
"grupa-ai/agent-mcp","grupa-ai_agent-mcp","langgraph","20","58235","3","2026-04-04","MCPAgent for Grupa.AI Multi-agent Collaboration Network (MACNET) with Model Context Protocol (MCP) capabilities baked in","1","1","1","0","43","44","1","31","222","27","2","25","0","671","4.62","pyan_resilient","True","1","115.2","ok","","langchain_openai, langchain, langgraph, langchain_core, openai, langchain_community, autogen, crewai, langchain_google_genai, camel, anthropic, semantic_kernel, pydantic_ai","0","","0","","","","","","","","",""
"FusionBrainLab/gigaevo-core","FusionBrainLab_gigaevo-core","langgraph","125","19435","18","2026-05-26","Evolutionary algorithm that uses Large Language Models (LLMs) to automatically improve programs through iterative mutation and selection","1","1","1","0","159","162","3","154","0","112","112","0","0","14496","1.06","none","False","297","0.0","ok","","langchain_core, langchain_openai, openai, litellm, langgraph","0","","0","","","","","","","","",""
"arcprize/ARC-AGI-3-Agents","arcprize_ARC-AGI-3-Agents","langgraph","274","563","17","2026-05-28","","1","1","1","0","17","18","1","13","12","5","0","5","0","246","5.28","pyan","True","0","106.9","ok","","agents, langgraph, openai, langchain_core, agentops, smolagents, langchain_openai","0","","0","","","","","","","","",""
"mann1x/claude-hooks","mann1x_claude-hooks","langgraph","25","12337","6","2026-06-04","Cross-platform Claude Code hooks for deterministic memory recall (Qdrant + Memory KG, pgvector, sqlite-vec) with HyDE, attention decay, dedup, instinct extraction, and OpenWolf integration","1","1","1","0","40","40","0","34","268","272","29","243","0","8808","0.39","pyan","True","0","105.5","ok","","langgraph, langchain_core","0","","0","","","","","","","","",""
"SREGym/SREGym","SREGym_SREGym","langgraph","213","210228","77","2026-07-01","Can AI agents resolve production incidents?","1","1","1","0","10","10","0","8","7","1","0","1","0","3431","0.23","pyan","True","0","105.8","ok","","langchain_core, langgraph, openai, litellm, anthropic","0","","0","","","","","","","","",""
"Leeroo-AI/kapso","Leeroo-AI_kapso","langgraph","92","15041","7","2026-02-20","A Knowledge-grounded framework for Autonomous ML/AI Program Synthesis and Optimization","1","1","1","0","10","10","0","10","9","0","0","0","0","2345","0.43","pyan_resilient","True","1","107.7","ok","","openai, langchain_anthropic, langgraph, litellm","0","","0","","","","","","","","",""
"gtesei/agentic_design_patterns","gtesei_agentic_design_patterns","langgraph","15","3194","3","2026-06-10","Agentic AI Design Patterns","1","1","1","0","112","121","9","112","68","0","0","0","0","657","17.05","pyan","True","0","110.7","ok","","langchain_openai, langchain_core, langgraph, openai, langchain","0","","0","","","","","","","","",""
"auth0/auth0-ai-python","auth0_auth0-ai-python","langgraph_sdk","14","5266","13","2026-06-23","","0","0","1","0","3","3","0","3","2","0","0","0","0","335","0.9","pyan","True","0","118.2","ok","","langchain_core, langgraph, langchain_openai, agent_framework, langchain, langchain_community","0","","0","","","","","","","","",""
"GenseeAI/open_deep_research","GenseeAI_open_deep_research","langgraph_sdk","48","5863","27","2025-11-15","","0","0","1","0","33","35","2","27","14","1","1","0","0","114","23.68","pyan","True","0","118.4","ok","","langchain_core, langgraph, langchain, langchain_anthropic, langchain_community, langchain_openai","0","","0","","","","","","","","",""
"ob-labs/agentseek-api","ob-labs_agentseek-api","langgraph_sdk","18","981","3","2026-06-16","Run LangGraph and LangChain apps behind a FastAPI runtime with a standalone agentseek-api CLI","0","0","1","0","24","24","0","19","133","110","6","104","0","1963","0.97","pyan_resilient","True","1","121.9","ok","","langgraph, langchain_core, langchain_openai, langchain_anthropic","0","","0","","","","","","","","",""
"aegra/aegra","aegra_aegra","langgraph_sdk","1018","3950","35","2026-06-29","Open source alternative to LangGraph Platform (now LangSmith Deployments) - Self-hosted AI agent backend with FastAPI and PostgreSQL. Zero vendor lock-in, full control over your agent infrastructure.","0","0","1","0","8","8","0","7","50","39","0","39","0","3235","0.22","pyan_resilient","True","1","105.3","ok","","langgraph, langchain_core, langchain","0","","0","","","","","","","","",""
"av/harbor","av_harbor","npcpy","3114","83480","22","2026-06-21","Stop configuring your AI stack. Start using it. One command brings a complete pre-wired LLM stack with hundreds of services to explore.","1","0","1","0","38","38","0","36","0","36","36","0","0","3468","1.04","pyan","True","0","118.8","ok","","openai, anthropic, npcpy","0","","0","","","","","","","","uncovered","real LLM app, but imports only anthropic, npcpy, openai — outside the top-20, not measured"
"generative-computing/mellea","generative-computing_mellea","smolagents","481","18698","57","2026-07-01","Mellea is a library for writing generative programs. ","1","1","1","0","21","21","0","16","32","35","9","26","0","6207","0.26","pyan_resilient","True","1","127.0","ok","","openai, ollama, litellm, langchain_core, smolagents, langchain_community","1","imported_by=2 as `mellea` (e.g. AgentToolkit/altk-boost, docling-project/docling-mcp)","0","","","","","","","","",""
"marimo-team/marimo","marimo-team_marimo","pydantic_ai","21659","219647","310","2026-07-01","A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.","1","1","1","0","12","12","0","11","14624","8470","1","8469","0","17919","0.06","pyan_resilient","True","25","132.5","ok","","pydantic_ai, openai, anthropic, langchain, groq","1","imported_by=7 as `marimo` (e.g. Health-Informatics-UoN/lettuce, KasarLabs/cairo-coder, MantisAI/sieves)","0","","","","","","","","0","platform/builder, not an application: its users build their own LLM apps with it — notebook IDE/library, imported by 7 corpus repos (EXCLUSIONS §12)"
"cloud-ru/evo-ai-agents-labs","cloud-ru_evo-ai-agents-labs","smolagents","12","2720","7","2026-04-13","Лабораторные работы AI Agents","1","1","1","0","0","0","0","0","0","0","0","0","0","197","0.0","pyan","True","0","101.5","absent","","phoenix, litellm, crewai, langchain, langchain_core, langchain_openai, smolagents, agents","0","","1","imports_fw_no_call_site","smolagents","68","0","2","0","0","",""
"docling-project/docling-mcp","docling-project_docling-mcp","smolagents","678","7154","11","2026-06-15","Making docling agentic through MCP","1","1","1","0","2","2","0","2","0","0","0","0","0","228","0.88","pyan","True","0","101.3","ok","","smolagents","0","","0","","","","","","","","",""
"MSDLLCpapers/teal-agents","MSDLLCpapers_teal-agents","semantic_kernel","10","78082","24","2026-06-16","","1","1","1","0","22","22","0","20","12","7","3","4","0","2001","1.0","pyan_resilient","True","2","120.4","ok","","semantic_kernel, agents, openai, anthropic","0","","0","","","","","","","","",""
"FudanSELab/TripSphere","FudanSELab_TripSphere","mem0","17","16440","12","2026-06-13","A Benchmark AI-Native System","1","1","1","0","12","13","1","10","7","0","0","0","0","641","1.56","pyan","True","0","116.4","ok","","langchain_openai, langchain_core, langgraph, mem0","0","","0","","","","","","","","",""
"oleksiijko/pmb","oleksiijko_pmb","mem0","275","51250","7","2026-06-30","Local-first persistent memory for AI coding agents (Claude Code, Cursor, Codex) over MCP. Decisions, lessons and facts live in one SQLite file on your disk. Offline, multilingual.","1","1","1","0","6","6","0","5","1960","1010","0","1010","0","3146","0.16","pyan_resilient","True","1","124.3","ok","","anthropic, mem0","0","","0","","","","","","","","",""
"10xHub/Agentflow","10xHub_Agentflow","mem0","15","20862","7","2026-07-01","Production-grade framework for building multi-agent AI systems. Graph-based orchestration, LLM-agnostic (OpenAI, Google GenAI, Anthropic), 3-layer memory (Redis cache + Postgres + vector store), live ","1","1","1","0","6","6","0","6","24","4","0","4","0","5701","0.11","pyan","True","0","117.2","ok","","openai, mem0, cohere, litellm","0","","0","","","","","","","","",""
"binrogithub/1-3-Cloud-Adoption-Skills","binrogithub_1-3-Cloud-Adoption-Skills","mem0","10","100178","17","2026-07-02","The 1+3 Cloud Adoption Skills Framework is an AI-driven capability system that organizes cloud skills into general, domain (Cloud Foundation, App Modernization, Big Data, AI), and use case layers. It ","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","not_processed","","litellm, openai, mem0, langgraph","0","","1","clone_failed","mem0","333","0","44","10","11","",""
"saxenauts/persona","saxenauts_persona","mem0","25","15884","3","2026-03-12","Personal Knowledge Graph - User Memory and Personality from Digital Footprint ","1","1","1","0","9","9","0","9","3","0","0","0","0","406","2.22","pyan","True","0","109.9","ok","","openai, langchain_openai, mem0, anthropic","0","","0","","","","","","","","",""
"aws-samples/amazon-elasticache-samples","aws-samples_amazon-elasticache-samples","mem0","92","31097","25","2026-06-19","Samples and documentation for using the Amazon ElastiCache Redis and Memcached","1","1","1","0","4","4","0","4","26","6","0","6","0","597","0.67","pyan","True","0","91.1","ok","","langchain, mem0, langchain_community, langchain_aws","0","","0","","","","","","","","",""
"jleechanorg/claude-commands","jleechanorg_claude-commands","mem0","27","128758","5","2026-06-28","A collection of Claude commands and utilities","1","1","1","0","9","9","0","8","22","13","0","13","0","5306","0.15","pyan_resilient","True","1","89.4","ok","","mem0, anthropic, openai","0","","0","","","","","","","","",""
"OpenNorve/CogniFold","OpenNorve_CogniFold","mem0","57","63799","3","2026-07-01","An exploration to always on proactive memory. Design Philosophy — ""imperfection by design""","1","1","1","0","17","17","0","16","214","7","0","7","0","1399","1.14","pyan","True","0","119.1","ok","","openai, mem0","0","","0","","","","","","","","",""
"dustland/vibex-py","dustland_vibex-py","mem0","20","23576","2","2025-07-29","A opnionated Multi-agent Framework.","1","1","1","0","5","5","0","5","2","0","0","0","0","1454","0.34","pyan_resilient","True","2","115.5","ok","","litellm, mem0","0","","0","","","","","","","","",""
"eidolon-ai/eidolon","eidolon-ai_eidolon","mem0","493","77406","20","2026-05-20","The first AI Agent Server, Eidolon is a pluggable Agent SDK and enterprise ready, deployment server for Agentic applications","1","1","1","0","11","11","0","10","0","6","6","0","0","1562","0.64","none","False","2","0.0","ok","","openai, mem0, anthropic, mistralai, ollama","0","","0","","","","","","","","",""
"ryaker/mcp-mem0-general","ryaker_mcp-mem0-general","mem0","17","35375","2","2025-08-12","OpenAI just added memory across your chats across your openAI account. But wouldn't it be awesome to have general AI memory across all your interactions with any and all AI tools, IDEs, chatbots.... N","1","1","1","0","10","10","0","2","5","0","0","0","0","11","18.18","pyan","True","0","81.8","ok","","mem0","0","","0","","","","","","","","",""
"double16/Cyber-AutoAgent-ng","double16_Cyber-AutoAgent-ng","mem0","10","157553","15","2026-07-01","AI agent for autonomous cyber operations","1","1","1","0","7","7","0","4","1773","1143","0","1143","3","3795","0.11","pyan_resilient","True","4","119.9","ok","","litellm, ollama, langchain_google_genai, langchain_aws, langchain_ollama, ragas, langchain_core, langchain_community","0","","0","","","","","","","","",""
"pixell-global/sayou","pixell-global_sayou","mem0","28","966","2","2026-05-05","The persistent workspace for AI agents","1","1","1","0","12","12","0","9","114","77","0","77","0","829","1.09","pyan","True","0","100.2","ok","","openai, anthropic, mem0","0","","0","","","","","","","","",""
"EfficientContext/ContextPilot","EfficientContext_ContextPilot","mem0","120","23405","5","2026-06-29","Accelerating Long Context LLM Inference with Accuracy-Preserving Context Optimization in SGLang, vLLM, llama.cpp, OpenClaw, RAG, and Agentic AI.","1","1","1","0","11","11","0","11","77","39","0","39","0","1314","0.84","pyan","True","0","109.0","ok","","openai, mem0","0","","0","","","","","","","","",""
"strands-agents/tools","strands-agents_tools","mem0","1109","1081","76","2026-06-29","A set of tools that gives agents powerful capabilities.","1","1","1","0","2","2","0","2","24","21","0","21","0","2157","0.09","pyan","True","0","90.8","ok","","mem0","0","","0","","","","","","","","",""
"shyftlabs/continuum","shyftlabs_continuum","mem0","75","3567","4","2026-06-30","Continuum — the agent runtime by ShyftLabs. Build, orchestrate, ship.","1","1","1","0","17","17","0","15","30","25","0","25","4","4841","0.31","pyan_resilient","True","5","116.6","ok","","openai, agents, deepeval, anthropic, langchain_openai, ragas, headroom, mem0","0","","0","","","","","","","","",""
"nhadaututtheky/neural-memory","nhadaututtheky_neural-memory","mem0","222","12425","7","2026-06-29","NeuralMemory stores experiences as interconnected neurons and recalls them through spreading activation, mimicking how the human brain works. Instead of searching a database, memories are retrieved th","1","1","1","0","10","10","0","8","7678","5025","0","5025","0","13045","0.06","pyan","True","0","114.1","ok","","openai, anthropic, mem0, litellm","0","imported_by=1 as `neural_memory` (e.g. strangeadvancedmarketing/Adam)","0","","","","","","","","0","framework, not an application: memory library for agents (EXCLUSIONS §12)"
"HKUDS/MGP","HKUDS_MGP","mem0","46","398","3","2026-06-29","Memory Governance Protocol","1","1","1","0","3","3","0","2","0","0","0","0","0","821","0.24","pyan","True","0","97.6","ok","","mem0","0","","0","","","","","","","","",""
"chengzi0103/SoulSpeak","chengzi0103_SoulSpeak","mem0","22","19050","2","2025-10-19","**SoulSpeak** is an emotionally driven AI companion framework that brings the voice of loved ones back into your life. By combining custom speech synthesis (TTS), large language models (LLMs), and mem","1","1","1","0","6","6","0","6","15","0","0","0","0","273","2.2","pyan","True","0","136.6","ok","","langchain_core, openai, langchain_openai, langchain, mem0","0","","0","","","","","","","","",""
"bvcyber/Cyber-AutoAgent-ng","bvcyber_Cyber-AutoAgent-ng","mem0","12","159043","12","2026-05-19","AI agent for autonomous cyber operations","1","1","1","0","10","10","0","7","690","435","0","435","3","1809","0.39","pyan_resilient","True","1","110.2","ok","","litellm, ollama, langchain_google_genai, langchain_aws, langchain_ollama, mem0, ragas, langchain_core","0","","0","","","","","","","","",""
"JSONbored/mem0-aio","JSONbored_mem0-aio","mem0","16","481","4","2026-07-01","Unraid CA template and Docker build for Mem0 (OpenMemory). This mega-container utilizes s6-overlay to seamlessly bundle the pre-compiled Qdrant Vector Database, the Python FastAPI/MCP server, and the ","1","1","1","0","0","0","0","0","0","0","0","0","0","47","0.0","pyan","True","0","93.6","absent","","","0","","1","framework_never_imported","","8","0","4","1","1","0","HELD 2026-08-27 (EXCLUSIONS §16): Queue B, needs file-level review before a decision; not an application (EXCLUSIONS §17): Unraid/Docker deployment packaging for Mem0 OpenMemory; only LLM hit is tests/fixtures/mock_ollama.py"
"aws-controllers-k8s/test-infra","aws-controllers-k8s_test-infra","mem0","26","5234","41","2026-07-01","Testing infrastructure and frameworks for ACK","1","1","1","0","0","0","0","0","0","0","0","0","0","308","0.0","pyan","True","0","111.4","absent","","","0","","1","framework_never_imported","","74","0","1","0","0","0","token collision (EXCLUSIONS §16): matched `mem0`; clone imports no tracked framework, 0 LLM calls"
"SHAdd0WTAka/Zen-Ai-Pentest","SHAdd0WTAka_Zen-Ai-Pentest","pentestagent, pentestgpt","411","96666","23","2026-06-26","🛡⚔️AI-Powered Penetration Testing Framework with automated vulnerability scanning, multi-agent system, and compliance reporting🛡⚔️","0","0","1","0","13","13","0","9","255","109","0","109","0","36569","0.02","pyan","True","0","99.0","ok","","agents, langchain_core, langgraph, anthropic, openai","0","","0","","","","","","","","",""
"SmartFlowAI/EmoLLM","SmartFlowAI_EmoLLM","metagpt","1755","265095","37","2026-06-18","心理健康大模型 (LLM x Mental Health), Pre & Post-training & Dataset & Evaluation & Depoly & RAG,  with InternLM / Qwen / Baichuan / DeepSeek / Mixtral / LLama / GLM series models","1","0","1","0","2","2","0","2","2","0","0","0","0","693","0.29","pyan","True","0","82.1","ok","","dashscope, metagpt, langchain_core, agents, zhipuai, langchain_community, langchain, langchain_openai","0","","0","","","","","","","","",""
"tanghaom/AppEvalPilot","tanghaom_AppEvalPilot","metagpt","83","7963","4","2026-04-03","","1","0","1","0","0","0","0","0","0","0","0","0","0","257","0.0","pyan","True","0","96.5","absent","","metagpt","0","","1","imports_fw_no_call_site","metagpt","35","0","10","0","1","uncovered","real LLM app, but imports only metagpt — outside the top-20, not measured"
"consciousness-lab/ctm-ai","consciousness-lab_ctm-ai","metagpt","18","23296","4","2026-05-12","A platform to develop CTM-motivated AI architecture.","1","0","1","0","4","4","0","4","5","4","1","3","0","650","0.62","pyan_resilient","True","1","99.7","ok","","litellm, openai, metagpt, autogen_agentchat, autogen_core, autogen_ext","0","","0","","","","","","","","",""
"wangwenju269/work_space","wangwenju269_work_space","metagpt","64","151913","2","2025-04-20","NLP 项目记录档案","1","0","1","0","6","6","0","5","25","0","0","0","0","505","0.99","pyan","True","0","77.0","ok","","metagpt, openai, langchain","0","","0","","","","","","","","",""
"SocialAI-tianji/Tianji","SocialAI-tianji_Tianji","metagpt","1799","8706","14","2025-04-29","制作懂人情世故的大语言模型 | 涵盖提示词工程、RAG、Agent、LLM微调教程","1","0","1","0","25","25","0","21","14","4","2","2","0","292","7.19","pyan","True","0","98.3","ok","","openai, zhipuai, metagpt, langchain_core, langchain_community, langchain, dashscope","0","","0","","","","","","","","",""
"Privatris/AgentLeak","Privatris_AgentLeak","metagpt","23","23570","3","2026-07-01","AgentLeak: Open benchmark for privacy leakage in LLM agents — 7 channels, multi-agent, multi-framework.","1","0","1","0","12","12","0","12","101","30","0","30","0","1171","1.02","pyan","True","0","123.2","ok","","openai, crewai, anthropic, langchain, langchain_core, metagpt, agents","0","","0","","","","","","","","",""
"rasbt/mlxtend","rasbt_mlxtend","notte","5152","103328","121","2026-06-18","A library of extension and helper modules for Python's data analysis and machine learning libraries.","1","1","1","0","0","0","0","0","0","0","0","0","0","1189","0.0","pyan_resilient","True","1","105.6","absent","","","0","","1","framework_never_imported","","212","88","85","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"PyUtilib/pyutilib","PyUtilib_pyutilib","notte","33","2949","19","2025-10-28","A collection of general Python utilities, including logging and file IO, subprocess management, plugin systems, and workflow management.","1","1","1","0","0","0","0","0","0","0","0","0","0","1531","0.0","pyan_resilient","True","2","112.0","absent","","","0","","1","framework_never_imported","","229","0","36","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"Linaro/lava","Linaro_lava","notte","79","52191","201","2026-07-01","Read only mirror https://gitlab.com/lava/lava","1","1","1","0","0","0","0","0","0","0","0","0","0","4830","0.0","pyan_resilient","True","1","118.2","absent","","","0","","1","framework_never_imported","","560","0","127","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
