"rank","score","band","full_name","github_url","imported_by","imported_as","importer_examples","declares_package","stage1_framework","owner_matches","desc_keyword","stars","contributors","total_functions","llm_calls","invokers_direct","nd_tests","nd_tests_direct","frameworks_imported","in_scope","framework_suspect","pypi","description","score_breakdown"
"802","0","-","Echo-Team-Joy-Future-Academy-JD/Echo-Memory","https://github.com/Echo-Team-Joy-Future-Academy-JD/Echo-Memory","0","","","","0","","","120","3","2356","0","0","0","0","","","0","","A Simple Baseline for Video World Models with Memory",""
"803","0","-","Edraak/edraak-platform","https://github.com/Edraak/edraak-platform","0","","","","0","","","14","774","24277","0","0","0","0","","","0","","The Edraak (Hawthorn) Open edX platform code.",""
"804","0","-","FanDongzhe123/RAGSearch","https://github.com/FanDongzhe123/RAGSearch","0","","","","0","","","12","2","4712","33","32","0","0","graphrag, openai, litellm, anthropic, zhipuai, ollama, cohere, mistralai","","0","","",""
"805","0","-","FaustoS88/Pydantic-AI-Pinescript-Expert","https://github.com/FaustoS88/Pydantic-AI-Pinescript-Expert","0","","","","0","","","58","2","201","3","3","0","0","openai, pydantic_ai, ragas, langchain_openai","","0","","PineScript Expert: A Retrieval-Augmented Generation (RAG) agent using Pydantic AI that provides accurate Pine Script v6 guidance. It answers questions, offers code examples, and generates custom indic",""
"806","0","-","FlanChanXwO/astrbot_plugin_rsshub","https://github.com/FlanChanXwO/astrbot_plugin_rsshub","0","","","","0","","","25","4","2283","3","3","0","0","astrbot","","0","","多平台RSS订阅推送插件，支持失败队列重试、多BOT去重、平台数据共享、智能发送策略，LLM工具调用，让你的BOT成为信息聚合中心。",""
"807","0","-","FlanChanXwO/astrbot_plugin_setu","https://github.com/FlanChanXwO/astrbot_plugin_setu","0","","","","0","","","13","2","783","0","0","0","0","astrbot","","0","","色图插件，支持接入不同的API中 (lolicon, sexyan等），也可以指定自己的自定义API",""
"808","0","-","FlanChanXwO/astrbot_plugin_status","https://github.com/FlanChanXwO/astrbot_plugin_status","0","","","","0","","","23","3","191","2","1","0","0","astrbot","","0","","简易又可爱的系统状态展示插件，支持LLM接入",""
"809","0","-","FudanSELab/TripSphere","https://github.com/FudanSELab/TripSphere","0","","","","0","","","17","12","641","12","10","0","0","langchain_openai, langchain_core, langgraph, mem0","","0","","A Benchmark AI-Native System",""
"810","0","-","GEMILUXVII/astrbot_plugin_jm_cosmos","https://github.com/GEMILUXVII/astrbot_plugin_jm_cosmos","0","","","","0","","","213","2","334","0","0","0","0","astrbot","","0","","AstrBot 禁漫漫画下载插件 | 全新重构v2.x架构 | 支持搜索/详情/排行榜/推荐浏览 | 加密PDF/ZIP打包 | 账号登录与收藏夹 | 封面预览 | 代理支持",""
"811","0","-","GVCLab/GSFixer","https://github.com/GVCLab/GSFixer","0","","","","0","","","165","2","14586","0","0","0","0","","","0","","[ICML 2026] GSFixer: Improving 3D Gaussian Splatting with Reference-Guided Video Diffusion Priors",""
"812","0","-","GhostInShells/MOSShell","https://github.com/GhostInShells/MOSShell","0","","","ghoshell_moss","0","","","98","4","8142","3","3","0","0","pydantic_ai, anthropic, openai","","0","","A Bash-like shell not for humans, but for AI models (Model-oriented Operating System Shell) , that translates model reasoning into structured, executable commands for real-time tool and robot coordina",""
"813","0","-","GoogleCloudPlatform/terraform-genai-rag","https://github.com/GoogleCloudPlatform/terraform-genai-rag","0","","","","0","","","127","9","301","6","6","0","0","langchain_core, langchain_google_vertexai, langchain, vertexai, langgraph, langchain_community","","0","","Deploys a Generative AI RAG solution",""
"814","0","-","GrandComicsDatabase/gcd-django","https://github.com/GrandComicsDatabase/gcd-django","0","","","","0","","","111","26","3061","0","0","0","0","haystack","0","0","","Website of Grand Comics Database",""
"815","0","-","HKUDS/MGP","https://github.com/HKUDS/MGP","0","","","","0","","","46","3","821","3","2","0","0","mem0","","0","","Memory Governance Protocol",""
"816","0","-","HSJ-BanFan/astrbot_plugin_telegram_forwarder","https://github.com/HSJ-BanFan/astrbot_plugin_telegram_forwarder","0","","","","0","","","25","6","1113","0","0","0","0","astrbot","","0","","将 Telegram 频道消息转发到 QQ 群或 Telegram 频道。                   Forward Telegram channel messages to QQ groups or Telegram channels.",""
"817","0","-","HUST-AI-HYZ/MemoryAgentBench","https://github.com/HUST-AI-HYZ/MemoryAgentBench","0","","","","0","","","386","2","3762","76","64","0","0","mem0, openai, anthropic, litellm, langchain, langchain_community, deepeval, langchain_openai, langchain_core, ollama, together, vertexai, groq, langchain_google_genai","","0","","Open source code for ICLR 2026 Paper: Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions",""
"818","0","-","Harshit-J004/toolguard","https://github.com/Harshit-J004/toolguard","0","","","","0","","","14","2","566","0","0","0","0","langchain_core, autogen_core, crewai, swarm, langgraph, langchain_google_genai, langchain_community, smolagents","","0","","The ""Cloudflare for AI Agents"". 7-layer security interceptor, real-time observability dashboard, and automated reliability testing for MCP and AI tool chains. Prevent hallucinations, prompt injection,",""
"819","0","-","Heximiao/astrbot_plugin_atrifeed","https://github.com/Heximiao/astrbot_plugin_atrifeed","0","","","","0","","","39","2","574","1","1","0","0","astrbot","","0","","基于astrbot框架开发的亚托莉陪伴插件",""
"820","0","-","IBM/ares","https://github.com/IBM/ares","0","","","","0","","","51","22","1307","0","0","0","0","litellm","uncovered","0","","AI Robustness Evaluation System",""
"821","0","-","IBM/oic-i-agentic-ai-tutorials","https://github.com/IBM/oic-i-agentic-ai-tutorials","0","","","","0","","","24","31","986","16","13","0","0","langchain_core, langgraph, beeai_framework, langchain_openai, langchain_community, crewai, langchain, langchain_experimental, agents","","0","","Create External Tutorials on Agentic AI [AI for Developers and Ecosystem]",""
"822","0","-","IBM/watsonx-developer-hub","https://github.com/IBM/watsonx-developer-hub","0","","","","0","","","49","18","305","32","16","0","0","langchain_core, langgraph, beeai_framework, langchain_community, crewai, autogen_agentchat, autogen_core, langchain_experimental","","0","","Examples and guides for building Gen AI applications on the watsonx platform.",""
"823","0","-","IlyaGusev/saiga_bot","https://github.com/IlyaGusev/saiga_bot","0","","","","0","","","67","2","150","1","1","0","0","openai","uncovered","0","","Telegram bot for different language models. Supports system prompts and images",""
"824","0","-","Intelligent-Internet/CommonGround","https://github.com/Intelligent-Internet/CommonGround","0","","","","0","","","138","6","1634","0","0","0","0","","","0","","From isolated agents to shared work",""
"825","0","-","InternLM/InternLM","https://github.com/InternLM/InternLM","0","","","","0","","","7235","63","67","1","1","0","0","lagent, openai","uncovered","0","","Official release of InternLM series (InternLM, InternLM2, InternLM2.5, InternLM3).",""
"826","0","-","IvanWng97/TradingAgents-Telegram","https://github.com/IvanWng97/TradingAgents-Telegram","0","","","tg_bot","0","","","46","5","642","0","0","0","0","langchain_core","","0","","Telegram bot wrapping TradingAgents — chat-driven watchlist with parallel multi-ticker analysis, cancellation, and Telegraph reports.",""
"827","0","-","JJLibra/CC-Pan","https://github.com/JJLibra/CC-Pan","0","","","","0","","","268","4","19013","0","0","0","0","","","0","","🤗 Official implementation for ""CC-Pan: Channel-wise Compression based Diffusion for Efficient Pan-Sharpening"" https://arxiv.org/abs/2602.04473",""
"828","0","-","JetAstra/SDAR","https://github.com/JetAstra/SDAR","0","","","","0","","","360","8","4174","9","7","0","0","lagent, openai, anthropic, zhipuai, langchain, dashscope","","0","","SDAR (Synergy of Diffusion and AutoRegression), a large diffusion language model（1.7B, 4B, 8B, 30B）",""
"829","0","-","Jize-W/RouteMoA","https://github.com/Jize-W/RouteMoA","0","","","","0","","","11","4","11416","14","14","0","0","openai, lagent, anthropic, dashscope, zhipuai, langchain","","0","","[ACL 2026] RouteMoA: Dynamic Routing without Pre-Inference Boosts Efficient Mixture-of-Agents",""
"830","0","-","JulianNeuberger/llm-process-generation","https://github.com/JulianNeuberger/llm-process-generation","0","","","","0","","","10","3","293","4","4","0","0","langchain_core, langchain_openai, langchain_anthropic, langchain_mistralai, langchain_community","","0","","",""
"831","0","-","Just-Curieous/Curie","https://github.com/Just-Curieous/Curie","0","","","","0","","","362","8","519","23","15","0","0","langgraph, langchain_core, openai, langchain_community, langchain_openai, langchain, langchain_aws","","0","","❓Curie: Automated and Rigorous Scientific Experimentation with AI Agents",""
"832","0","-","KOSASIH/nexus-revoluter","https://github.com/KOSASIH/nexus-revoluter","0","","","","0","","","62","2","1960","0","0","0","0","","","0","","Nexus Revoluter is a blockchain node application that enables decentralized transactions and smart contract execution. With a modular design, it offers a robust API for integration, advanced consensus",""
"833","0","-","LeapLabTHU/cooragent","https://github.com/LeapLabTHU/cooragent","0","","","","0","","","1727","12","256","15","14","0","0","langchain_core, langgraph, langchain, langchain_community, dashscope, langchain_deepseek, langchain_openai, langchain_experimental","","0","","Official Repository of Cooragent.",""
"834","0","-","Linaro/lava","https://github.com/Linaro/lava","0","","","","0","","","79","201","4830","0","0","0","0","","","0","","Read only mirror https://gitlab.com/lava/lava",""
"835","0","-","Lyellr88/MARM-Systems","https://github.com/Lyellr88/MARM-Systems","0","","","","0","","","306","7","2233","0","0","0","0","","","0","","Stop re-explaining yourself to AI. MARM offers persistent memory, cross-agent context sharing, write queues, swarm-ready presets, and compaction for clean recall. Includes a live web dashboard for man",""
"836","0","-","MGdaasLab/WHartTest","https://github.com/MGdaasLab/WHartTest","0","","","","0","","","939","5","3354","16","13","0","0","langchain_core, langgraph, langchain_openai, langchain, langchain_ollama, langchain_community, langchain_huggingface, langchain_deepseek","","0","","WHartTest 是一款AI驱动的测试自动化平台，实现从需求到可执行测试用例的自动化生成与管理，帮助测试团队提升效率与覆盖率。 (WHartTest is an AI-driven test automation platform that automates the generation and management of executable test cases from requirem",""
"837","0","-","ML-GSAI/LLaDA","https://github.com/ML-GSAI/LLaDA","0","","","","0","","","3867","10","3884","5","5","0","0","openai, lagent, anthropic, zhipuai, langchain, dashscope","","0","","Official PyTorch implementation for ""Large Language Diffusion Models""",""
"838","0","-","MaxApiTeam/PyMax","https://github.com/MaxApiTeam/PyMax","0","","","","0","","","214","14","794","0","0","0","0","","","0","","Асинхронный Python-враппер для работы с внутренним API MAX Manager (Userbot). Упрощает автоматизацию и интеграцию.",""
"839","0","-","MinBZK/poc-machine-law","https://github.com/MinBZK/poc-machine-law","0","","","","0","","","42","19","1966","12","11","0","0","anthropic, langchain_anthropic, langgraph, openai, langchain_core, langchain_community","","0","","Proof of Concept RegelRecht",""
"840","0","-","MingXiangL/Teacache-xDiT","https://github.com/MingXiangL/Teacache-xDiT","0","","","","0","","","33","33","16781","0","0","0","0","","","0","","Combining Teacache with xDiT to Accelerate Visual Generation Models",""
"841","0","-","MontrealAI/agialpha-first-real-loop","https://github.com/MontrealAI/agialpha-first-real-loop","0","","","","0","","","16","3","1926","0","0","0","0","","0","0","","Replayable Nova-Seed → MARK → Mini Sovereign → AGI Jobs → Evidence Docket → vNext loop",""
"842","0","-","NJUxlj/Travel-Agent-based-on-Qwen2-RLHF","https://github.com/NJUxlj/Travel-Agent-based-on-Qwen2-RLHF","0","","","","0","","","80","2","570","14","13","0","0","langchain_core, openai, langchain, langchain_community, agent_framework, zhipuai, langchain_openai, agents, langchain_huggingface, anthropic","","0","","A travel agent based on Qwen2.5, fine-tuned by SFT + DPO/PPO/GRPO using traveling question-answer dataset, a mindmap can be output using the response. A RAG system is build upon the tuned qwen2, using",""
"843","0","-","NPC-Worldwide/npcsh","https://github.com/NPC-Worldwide/npcsh","0","","","","0","","","435","3","219","0","0","0","0","npcpy, ollama","uncovered","0","","the composable multi-agent shell",""
"844","0","-","NVIDIA/NVFlare","https://github.com/NVIDIA/NVFlare","0","","","","0","","","942","64","23370","0","0","0","0","","","0","","NVIDIA Federated Learning Application Runtime Environment",""
"845","0","-","Nabla-NTNU/nablaweb","https://github.com/Nabla-NTNU/nablaweb","0","","","","0","","","24","121","858","0","0","0","0","haystack","0","0","","Hjemmesiden til Linjeforeningen Nabla",""
"846","0","-","OPPO-PersonalAI/Agent-KB","https://github.com/OPPO-PersonalAI/Agent-KB","0","","","","0","","","443","2","6514","14","11","0","0","litellm, smolagents, openai, langchain, camel, anthropic, langchain_community, langchain_huggingface, mistralai, cohere, agentops","","0","","Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving",""
"847","0","-","OnePunchMonk/AgentQuant","https://github.com/OnePunchMonk/AgentQuant","0","","","","0","","","162","3","330","2","2","0","0","openai, langchain_google_genai","","0","","Autonomous quantitative trading research platform that transforms stock lists into fully backtested strategies using AI agents, real market data, and mathematical formulations, all without requiring a",""
"848","0","-","OpenSourceAGI/ai-broker-investing-agent","https://github.com/OpenSourceAGI/ai-broker-investing-agent","0","","","","0","","","11","3","4728","5","5","0","0","langchain_core, langgraph, langchain_google_genai, langchain_openai, ollama, langchain_groq, langchain_deepseek, langchain_xai, langchain_anthropic, langchain_ollama, langchain_community","","0","","💱 Invest with news debate agents, 🤑 algorithmic entry/exit strategies, 💹 execute on Alpaca, 🔮 copy trade  Polymarket/Kalshi prediction markets",""
"849","0","-","OrionStarAI/DeepV-Ki","https://github.com/OrionStarAI/DeepV-Ki","0","","","","0","","","298","2","460","8","6","0","0","adalflow, openai","uncovered","0","","DeepV-Ki — Instantly turn your code repository into a beautiful, interactive Wiki. An AI-powered documentation generator with RAG-based code Q&A, automatic architecture diagram generation, and multi-m",""
"850","0","-","PUITAR/DeepSlide","https://github.com/PUITAR/DeepSlide","0","","","","0","","","68","2","1214","16","10","0","0","camel, openai, dashscope","","0","","Not just slides - delivery-ready talks",""
"851","0","-","ProzorroUKR/openprocurement.api","https://github.com/ProzorroUKR/openprocurement.api","0","","","","0","","","24","103","7682","0","0","0","0","","0","0","","API interface to OpenProcurement database",""
"852","0","-","PurCL/ASTRA","https://github.com/PurCL/ASTRA","0","","","","0","","","73","2","317","44","32","0","0","autogen_core, openai, agents, semantic_kernel, autogen_ext","","0","","🥇 Amazon Nova AI Challenge Winner - ASTRA emerged victorious as the top attacking team in Amazon's global AI safety competition, defeating elite defending teams from universities worldwide in live adv",""
"853","0","-","RBVI/ChimeraX","https://github.com/RBVI/ChimeraX","0","","","","0","","","259","42","17166","0","0","0","0","","","0","","Source code for molecular graphics program UCSF ChimeraX",""
"854","0","-","Rimuwu/DinoGochi","https://github.com/Rimuwu/DinoGochi","0","","","","0","","","47","6","2282","4","4","0","0","openai","uncovered","0","","Игровой тамагочи бот для Telegram!",""
"855","0","-","Rootly-AI-Labs/on-call-health","https://github.com/Rootly-AI-Labs/on-call-health","0","","","","0","","","42","9","1997","3","2","0","0","smolagents, openai, anthropic","","0","","On-call Health: identify signs that incident responders are overworked.",""
"856","0","-","SAP/project-kb","https://github.com/SAP/project-kb","0","","","","0","","","134","21","522","2","2","0","0","langchain_core, langchain_openai, langchain_google_vertexai, langchain_mistralai, langchain, langchain_anthropic","","0","","Home page of project ""KB""",""
"857","0","-","Scottcjn/rustchain-bounties","https://github.com/Scottcjn/rustchain-bounties","0","","","","0","","","219","158","2037","7","7","0","0","langchain, anthropic, langgraph, agent_framework, agents, langchain_openai, langchain_core","","0","","Earn RTC crypto by contributing to the RustChain ecosystem. Bounties from 1-150 RTC. Star, code, write tutorials, find bugs.",""
"858","0","-","SearchSavior/OpenArc","https://github.com/SearchSavior/OpenArc","0","","","","0","","","476","12","577","3","2","0","0","openai, smolagents","","0","","Inference engine for Intel devices. Serve LLMs, VLMs, Whisper, Kokoro-TTS, Embedding and Rerank models over OpenAI endpoints.",""
"859","0","-","Shy2593666979/AgentChat","https://github.com/Shy2593666979/AgentChat","0","","","","0","","","785","8","1353","81","72","0","0","langchain_core, langchain, langgraph, openai, langchain_openai, langchain_community, anthropic, dashscope","","0","","AgentChat 是一个基于 LLM 的智能体交流平台，内置默认 Agent 并支持用户自定义 Agent。通过多轮对话和任务协作，Agent 可以理解并协助完成复杂任务。项目集成 LangChain、Function Call、MCP 协议、RAG、Memory、HITL、Skill、Milvus 和 ElasticSearch 等技术，实现高效的知识检索与工具调用，使用 FastAPI 构建",""
"860","0","-","Significant-Gravitas/AutoGPT","https://github.com/Significant-Gravitas/AutoGPT","0","","","","0","","","185209","827","19379","22","21","0","0","openai, replicate, anthropic, groq, mem0, ollama","","0","","AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",""
"861","0","-","SiliconEinstein/Gaia","https://github.com/SiliconEinstein/Gaia","0","","","","0","","","27","15","5385","0","0","0","0","","0","0","","Gaia - Formal Language for Natural Science",""
"862","0","-","SilvioBaratto/optimizer","https://github.com/SilvioBaratto/optimizer","0","","","","0","","","168","2","10700","0","0","0","0","","","0","","Quantitative portfolio construction and optimization platform built on skfolio and scikit-learn.",""
"863","0","-","SkyworkAI/Matrix-3D","https://github.com/SkyworkAI/Matrix-3D","0","","","","0","","","746","7","6313","0","0","0","0","","","0","","Generate large-scale explorable 3D scenes with high-quality panorama videos from a single image or text prompt.",""
"864","0","-","SmartFlowAI/EmoLLM","https://github.com/SmartFlowAI/EmoLLM","0","","","","0","","","1755","37","693","2","2","0","0","dashscope, metagpt, langchain_core, agents, zhipuai, langchain_community, langchain, langchain_openai","","0","","心理健康大模型 (LLM x Mental Health), Pre & Post-training & Dataset & Evaluation & Depoly & RAG,  with InternLM / Qwen / Baichuan / DeepSeek / Mixtral / LLama / GLM series models",""
"865","0","-","Stage-11-Agentics/lattice","https://github.com/Stage-11-Agentics/lattice","0","","","","0","","","39","3","2771","0","0","0","0","","","0","","task tracking. upgraded for the agent-native era. event-sourced. file-based. for minds that think in tokens and act in tool calls.",""
"866","0","-","Strong-AI-Lab/Von","https://github.com/Strong-AI-Lab/Von","0","","","","0","","","10","7","19214","8","6","0","0","openai, ollama","uncovered","0","","Intelligent Agent System for Scientific Research Support",""
"867","0","-","Sumanth077/Hands-On-AI-Engineering","https://github.com/Sumanth077/Hands-On-AI-Engineering","0","","","","0","","","2538","9","858","45","42","0","0","langchain_core, openai, agno, mistralai, langchain_community, crewai, agents, langchain_mistralai, langgraph, langchain_openai, langchain, langchain_google_genai, haystack, autogen, smolagents, mem0, ollama, langchain_ollama, cohere","","0","","A curated collection of practical AI projects implementing OCR systems, RAG, AI agents, and other AI use cases.",""
"868","0","-","Super-Chain/N8N-Genie","https://github.com/Super-Chain/N8N-Genie","0","","","","0","","","13","4","106","3","2","0","0","adalflow, openai","uncovered","0","","N8N Genie helps you to create N8N workflow by AI",""
"869","0","-","TIGER-AI-Lab/Context-Forcing","https://github.com/TIGER-AI-Lab/Context-Forcing","0","","","","0","","","93","2","2734","0","0","0","0","dashscope","uncovered","0","","Context Forcing: Consistent Autoregressive Video Generation with Long Context(ICML2026)",""
"870","0","-","TUM-AVS/target-bench","https://github.com/TUM-AVS/target-bench","0","","","","0","","","52","3","1298","0","0","0","0","","","0","","[ECCV'26] Official repo for Target-Bench: Can World Models Achieve Mapless Path Planning with Semantic Targets?",""
"871","0","-","Tencent/AI-Infra-Guard","https://github.com/Tencent/AI-Infra-Guard","0","","","","0","","","4010","40","2058","10","10","0","0","deepeval, openai","uncovered","0","","A full-stack AI Red Teaming platform securing AI ecosystems via OpenClaw Security Scan, Agent Scan, Skills Scan, MCP scan, AI Infra scan and LLM jailbreak evaluation.",""
"872","0","-","TsinghuaDatabaseGroup/DB-GPT","https://github.com/TsinghuaDatabaseGroup/DB-GPT","0","","","","0","","","709","13","1929","24","24","0","0","langchain, openai, agents, dashscope, zhipuai","","0","","An LLM Based Diagnosis System  (https://arxiv.org/pdf/2312.01454.pdf)",""
"873","0","-","Vocab-Apps/anki-hyper-tts","https://github.com/Vocab-Apps/anki-hyper-tts","0","","","","0","","","273","9","10789","0","0","0","0","agents, pydantic_ai, openai, anthropic, cohere, langchain_mistralai, langchain, langchain_cohere, langchain_aws, langchain_core, langchain_huggingface, langchain_google_vertexai, langchain_openai, langchain_ollama, langgraph, litellm","","0","","HyperTTS Addon for Anki",""
"874","0","-","WenJinfeng/FaaSLight","https://github.com/WenJinfeng/FaaSLight","0","","","","0","","","14","2","553661","0","0","0","0","","0","0","","",""
"875","0","-","XDEI-Group/AerialClaw","https://github.com/XDEI-Group/AerialClaw","0","","","","0","","","95","2","789","4","4","0","0","swarm, anthropic","","0","","AerialClaw: Towards General Intelligence for Autonomous Aerial Agents",""
"876","0","-","XinXU-USTC/Composition-RL","https://github.com/XinXU-USTC/Composition-RL","0","","","","0","","","137","2","1937","14","10","0","0","openai, vertexai, camel, together","","0","","Official repository for the paper ""Composition-RL: Compose Your Verifiable Prompts for Reinforcement Learning of Large Language Models""",""
"877","0","-","YILING0013/AI_NovelGenerator","https://github.com/YILING0013/AI_NovelGenerator","0","","","","0","","","5501","33","246","8","8","0","0","langchain_openai, langchain_core, openai, langchain","","0","","使用ai生成多章节的长篇小说，自动衔接上下文、伏笔",""
"878","0","-","Yagami360/ai-product-dev-tips","https://github.com/Yagami360/ai-product-dev-tips","0","","","","0","","","29","2","1534","18","18","0","0","langchain, openai, langgraph, deepeval, agent_framework, dspy, langchain_core, ollama, langchain_google_genai, langchain_ollama","","0","","AIプロダクト開発のための Tips 集",""
"879","0","-","Yaofang-Liu/Pusa-VidGen","https://github.com/Yaofang-Liu/Pusa-VidGen","0","","","","0","","","683","5","2442","0","0","0","0","","","0","","Pusa: Thousands Timesteps Video Diffusion Model",""
"880","0","-","YasodGinige/AutoPentester","https://github.com/YasodGinige/AutoPentester","0","","","pentestgpt","0","","","71","26","175","2","2","0","0","openai, langchain, langchain_openai, langchain_community, langchain_core, anthropic","","0","","This repository contains a tool that can be used for automated pentesting tasks.",""
"881","0","-","Yuliang-Liu/AlphaOracle","https://github.com/Yuliang-Liu/AlphaOracle","0","","","","0","","","28","6","11725","2","2","0","0","haystack","","0","","[Innovation 2026] Oracle bone script decipherment via human-workflow-inspired deep learning",""
"882","0","-","Zhalslar/astrbot_plugin_parser","https://github.com/Zhalslar/astrbot_plugin_parser","0","","","","0","","","158","12","624","0","0","0","0","astrbot","","0","","高性能低耦合的万能链接解析器。支持的类型：视频、图集、音频。 支持的平台：A站、B站、抖音、tiktok、微博、小红书、快手、油管、推特...",""
"883","0","-","Zhenhaooo/PCASim","https://github.com/Zhenhaooo/PCASim","0","","","","0","","","10","3","459","45","45","0","0","langchain_community, langchain_huggingface, langchain, langchain_openai, openai","","0","","code for paper [ PCASim: Promptable Closed-loop Adversarial Simulation for Urban Traffic Environment ] -- Accept by ICRA2026",""
"884","0","-","ababdotai/awesome-agent-quickstart","https://github.com/ababdotai/awesome-agent-quickstart","0","","","","0","","","62","2","407","26","21","0","0","langgraph, agents, langchain_core, langchain_openai, agno, langchain, crewai, smolagents, autogen_agentchat, autogen_ext, langchain_community, autogen, langchain_google_genai, semantic_kernel, langchain_deepseek, litellm, swarm","","0","","Helloworld for agentic frameworks, minimial but runnable! LangGraph, Agno, AutoGen, Smolagents, OpenAI Agents, etc.",""
"885","0","-","agentbay-ai/wuying-agentbay-sdk","https://github.com/agentbay-ai/wuying-agentbay-sdk","0","","","","0","","","1139","34","6119","19","19","0","0","langchain_core, langchain_openai, langgraph, langchain, langchain_community, openai, langchain_anthropic, langchain_google_genai, mistralai","","0","","The Cloud Sandbox Built for AI Agents",""
"886","0","-","agntcy/agentic-apps","https://github.com/agntcy/agentic-apps","0","","","","0","","","116","20","303","7","7","0","0","agents, autogen_ext, langchain_mistralai, langchain_openai, langchain_ollama, langchain_core, autogen_agentchat, langgraph, langchain, autogen_core","","0","","Agentic Applications built using IoA components",""
"887","0","-","aiteachme/AITeachMe","https://github.com/aiteachme/AITeachMe","0","","","","0","","","26","6","5535","1","1","0","0","langgraph, litellm","","0","","",""
"888","0","-","alibaizhanov/mengram","https://github.com/alibaizhanov/mengram","0","","","","0","","","182","4","846","14","11","0","0","openai, crewai, langchain_core, anthropic, mem0, cohere, langchain_openai","","0","","Human-like memory for AI agents — semantic, episodic & procedural. Experience-driven procedures that learn from failures. Free API, Python & JS SDKs, LangChain, CrewAI & OpenClaw integrations.",""
"889","0","-","alireza787b/mavsdk_drone_show","https://github.com/alireza787b/mavsdk_drone_show","0","","","","0","","","303","12","9029","0","0","0","0","","","0","","Open-source MAVLink fleet operations for PX4: SITL, drone shows, search and rescue, cooperative autonomy, and field validation",""
"890","0","-","ansible-collections/amazon.aws","https://github.com/ansible-collections/amazon.aws","0","","","","0","","","388","187","4123","0","0","0","0","","","0","","Ansible Collection for Amazon AWS",""
"891","0","-","ansible-collections/community.aws","https://github.com/ansible-collections/community.aws","0","","","","0","","","202","173","1459","0","0","0","0","","","0","","Ansible Collection for Community AWS",""
"892","0","-","ark-forge/mcp-eu-ai-act","https://github.com/ark-forge/mcp-eu-ai-act","0","","","","0","","","10","3","814","0","0","0","0","openai, anthropic, langchain","","0","","MCP EU AI Act Compliance Scanner - Open source tool to detect EU AI Act violations in codebases",""
"893","0","-","asqi-engineer/asqi-engineer","https://github.com/asqi-engineer/asqi-engineer","0","","","","0","","","62","19","1671","7","7","0","0","openai, langchain_core, langchain_openai, deepeval","","0","","ASQI (AI Solutions Quality Index) Engineer - run containerised AI tests and map to score cards!",""
"894","0","-","auth0/auth0-ai-python","https://github.com/auth0/auth0-ai-python","0","","","","0","","","14","13","335","3","3","0","0","langchain_core, langgraph, langchain_openai, agent_framework, langchain, langchain_community","","0","","",""
"895","0","-","avibe-bot/avibe","https://github.com/avibe-bot/avibe","0","","","","0","","","478","14","22236","0","0","0","0","agents","uncovered","0","","The local-first Agent OS — your AI partner lives on your own machine. Drive the official Claude Code, Codex & OpenCode from your browser or any chat app.",""
"896","0","-","aws-solutions-library-samples/guidance-for-no-code-multi-agent-ai-orchestration-on-aws","https://github.com/aws-solutions-library-samples/guidance-for-no-code-multi-agent-ai-orchestration-on-aws","0","","","","0","","","10","2","1193","0","0","0","0","langchain, langchain_community, langchain_core","","0","","This Guidance demonstrates how to overcome the complexity and lengthy development cycles of enterprise AI systems through a no-code multi-agent orchestration platform on AWS.",""
"897","0","-","awslabs/llm-evaluation-system","https://github.com/awslabs/llm-evaluation-system","0","","","","0","","","19","4","1538","5","5","0","0","openai, langgraph, langchain_aws, langchain_core, deepeval","","0","","Agentic AI-guided evaluation system for comparing LLMs with multi-judge jury scoring",""
"898","0","-","awslabs/threat-designer","https://github.com/awslabs/threat-designer","0","","","","0","","","265","6","997","20","20","0","0","langchain_core, langgraph, langchain_aws, langchain, langchain_openai","","0","","Threat Designer is a GenerativeAI application designed to automate and streamline the threat modeling process for secure system design.",""
"899","0","-","batiste/django-page-cms","https://github.com/batiste/django-page-cms","0","","","","0","","","286","80","349","0","0","0","0","haystack","0","0","","Official Django page CMS git repository",""
"900","0","-","bcgov/aries-vcr","https://github.com/bcgov/aries-vcr","0","","","","0","","","81","22","573","0","0","0","0","haystack","0","0","","Hyperledger Aries Verifiable Credential Registry (VCR) is a set of application level software components designed to accelerate the adoption of trustworthy entity to entity communications.",""
"901","0","-","benseverndev-oss/goldenmatch","https://github.com/benseverndev-oss/goldenmatch","0","","","","0","","","119","4","24800","18","15","0","0","openai, anthropic, graphrag","","0","","Zero-config entity resolution & record linkage. The zero-tuning Fellegi-Sunter path beats hand-tuned Splink head-to-head and scales from a CSV to a verified 100M-row dedupe in 9.2 min. Fuzzy/exact/pro",""
"902","0","-","bflaven/ia_usages","https://github.com/bflaven/ia_usages","0","","","","0","","","26","7","1718","88","85","0","0","openai, langchain_community, langchain, langchain_core, ollama, litellm, langchain_openai, anthropic, crewai, mistralai","","0","","An overview of the possibilities offered by artificial intelligence (AI) to serve as a technical basis for a digital product offering: from understanding, personalization, design of machine learning m",""
"903","0","-","binance/binance-connector-python","https://github.com/binance/binance-connector-python","0","","","","0","","","2880","17","18000","0","0","0","0","","0","0","","Simple connector to Binance Public API",""
